TotalExecTime,StdReturn,Perplexity,LossAfter,MinForwardProgress,MaxReturn,Time,ItrTime,MeanKLBefore,AveragePolicyStd,dLoss,AverageReturn,ExplainedVariance,NumTrajs,LossBefore,Entropy,MeanKL,MinReturn,StdForwardProgress,MaxForwardProgress,AverageForwardProgress
6.696469068527222,176.48694509292346,85093.61,-0.035936929285526276,-2.8752550586343277,565.5322399023821,7.955067157745361,7.955068111419678,0.0,1.0,0.035936929285526276,67.50688460339241,0.10094043901964822,155,-0.0,11.351507,0.009717334993183613,-415.46482969697047,0.939555995339402,3.508177434882264,-0.09700514282655054
6.539173603057861,182.4946660486313,85142.555,-0.035381365567445755,-2.900441149052608,548.5922606221174,15.897575855255127,7.940848112106323,0.0,1.0000821,0.035381365567445755,91.68984017858988,0.11570464230970423,145,-0.0,11.352082,0.009780808351933956,-555.6324775260654,0.9637670575186942,2.700737672387888,0.016269858685634377
5.72166109085083,182.1990315549842,86570.33,-0.035552188754081726,-3.9400216111975133,645.2076135523673,22.186161518096924,6.286067008972168,0.0,1.0021666,0.035552180075685946,80.96837103025456,0.08733870805686617,142,-8.678395779782022e-09,11.368712,0.009717646054923534,-344.183190606606,1.0919985021967893,2.702170555656623,0.09764397035765966
6.365510702133179,181.50527747870464,85925.555,-0.03486541286110878,-3.2929004459231104,607.0605387408496,29.21115255355835,7.023239850997925,0.0,1.0012342,0.034865404321936744,95.50767175737545,0.12282917355176759,153,-8.539172036137188e-09,11.361237,0.009780233725905418,-373.96144337475704,1.078174305841414,3.532390730600383,0.04045299329798018
6.337228775024414,188.2803787510941,86985.27,-0.037346210330724716,-2.0988017098756115,579.9383316141741,36.183128356933594,6.968786716461182,0.0,1.002791,0.037346210330724716,80.75801913164678,0.08872285238394517,152,-0.0,11.373494,0.00958166178315878,-474.2125812319947,0.8766788458129222,2.2421285355981007,-0.07356646655392228
7.4792585372924805,163.79345214267815,89902.734,-0.036078765988349915,-3.352750063710194,560.1586797778263,44.403682231903076,8.21738862991333,0.0,1.006943,0.03607876020686307,86.7304282975647,0.14404665952918994,156,-5.7814868448247125e-09,11.406484,0.00979200005531311,-327.58639500554233,1.0667789302515762,3.1736578679009786,0.08311072319020703
5.475091934204102,182.26633548779955,88550.375,-0.035426679998636246,-2.824209888061165,586.6617518053598,50.41643834114075,6.011075496673584,0.0,1.005039,0.035426679998636246,75.80184825628835,0.12423441874372687,151,-0.0,11.391327,0.009597363881766796,-443.7499173105332,1.0357055809799192,3.8978378005148664,0.02073571286292883
5.409683704376221,191.53914645429063,88949.79,-0.03557225316762924,-2.6946574004305384,554.8270488277655,56.48758816719055,6.06945276260376,0.0,1.0056132,0.0355722502948459,78.79217757122983,0.1354087501523803,138,-2.872783344542995e-09,11.395827,0.00979657843708992,-563.0455444716665,0.9041480119616397,3.3616351395308977,-0.019167215919266605
6.591281890869141,184.89875674070706,88515.336,-0.03534286841750145,-2.345014559405634,597.930678370903,63.71802616119385,7.228713274002075,0.0,1.0050195,0.0353428625837946,63.79482414223051,0.1397840746965976,158,-5.8337068509217715e-09,11.390931,0.009676625020802021,-388.3801738821331,0.8713416518801108,2.1938611901531053,-0.08524443255360063
6.8820319175720215,199.43356320510333,87665.25,-0.035542670637369156,-2.767453261189457,558.1066055075728,71.28117275238037,7.561001777648926,0.0,1.0038407,0.035542670637369156,84.19170600352642,0.10037623498100023,145,-0.0,11.381281,0.009841551072895527,-449.45105903715336,1.0700752945236798,2.474334968662611,-0.07630276058450311
6.394972801208496,180.94256052884094,86547.96,-0.03510076552629471,-1.9673447765890335,571.3290812888386,78.19233512878418,6.908048629760742,0.0,1.0022279,0.03510076552629471,110.47445730959231,0.07578393915385084,144,-0.0,11.368454,0.009765012189745903,-394.13804024243416,0.9115696632825516,3.7048763515635383,0.01768448041349148
4.993980884552002,188.87500448238399,87262.625,-0.035315416753292084,-2.4678234527511904,585.7499919353289,83.69269466400146,5.498741388320923,0.0,1.0033524,0.03531542251540287,89.14314975543326,0.13265447508060169,148,5.7621107885097445e-09,11.3766775,0.009727939032018185,-497.86667352247616,0.8909294331205228,2.2287239020347185,-0.09737922572076946
6.584660530090332,188.55776476326784,86275.1,-0.03571350872516632,-2.3458194715313545,583.7130726791038,90.8369460105896,7.14200234413147,0.0,1.001974,0.03571351447804405,93.37173191809237,0.12434892786565976,156,5.752877729747752e-09,11.365296,0.009748202748596668,-479.3160824359589,0.8439388481901611,3.352293102107232,-0.0018112150734232262
6.252498149871826,195.36807208686673,84331.78,-0.03574278578162193,-2.0646405443184404,603.9734293617238,97.69275546073914,6.852971315383911,0.0,0.9992028,0.035742788650084956,90.89260805426632,0.10599606948527074,141,2.8684630226649688e-09,11.342514,0.009692484512925148,-395.2341846593559,0.9941900347857069,3.0652239557313643,0.15033865656088694
6.729886770248413,209.1720180770418,84474.66,-0.035163868218660355,-3.7905339340121578,657.466066781936,105.1654884815216,7.469522476196289,0.0,0.99946517,0.03516385684688572,102.17674690906617,0.1234614374481311,143,-1.137177463306216e-08,11.344207,0.009770931676030159,-507.48627404570914,0.9738929766275956,3.131933306479511,-0.0394666207103027
5.147037744522095,187.3688943477196,85999.17,-0.03573073819279671,-2.98700719186832,643.2125238561459,110.78735661506653,5.619103670120239,0.0,1.0016434,0.03573073819279671,103.67791687204705,0.10072691424837221,142,-0.0,11.362093,0.009704477153718472,-402.3306181236981,1.0603501171501075,3.478365528394275,0.0038223350509361833
5.439639091491699,204.3391850523009,86156.05,-0.035553429275751114,-1.9548877496604287,603.0961139131379,116.86280679702759,6.072623252868652,0.0,1.0019675,0.03555341784219923,80.80509476517611,0.1066146904189289,133,-1.1433551883044402e-08,11.363915,0.009790733456611633,-557.2294140106334,1.0348898648258846,2.827354521811657,0.14626224393108256
6.312474966049194,197.63294606677547,85029.93,-0.036947060376405716,-2.6927590755988207,627.2744875167244,123.8557620048523,6.990149974822998,0.0,1.0003297,0.03694707761391669,83.60717609884962,0.12453075232655875,142,1.7237510974155157e-08,11.350759,0.009747087955474854,-469.32513032130265,0.9952979998922438,3.045378893263291,-0.07848267316135847
6.247709512710571,185.48883312137446,85660.3,-0.03563714772462845,-2.906145551214559,587.4084016471243,130.77982139587402,6.920840740203857,0.0,1.0012281,0.03563714196496459,79.25499133102926,0.11893245577927347,145,-5.759663856963471e-09,11.358145,0.009889691136777401,-464.87060132539796,0.9750760156237409,3.473124895708643,-0.004274992785833617
