0MinReturn,1AverageReturn,ItrTime,1NumTrajs,ComputeUpdatedDistTime,Time,0AveragePolicyStd,0NumTrajs,LossAfter,0StdReturn,1PolicyExecTime,dLoss,0ExplainedVariance,0PolicyExecTime,0AverageReturn,1AveragePolicyStd,1MaxReturn,1StdReturn,0EnvExecTime,1Entropy,0Entropy,1Perplexity,MeanKL,0MaxReturn,0Perplexity,1ProcessExecTime,1MinReturn,0ProcessExecTime,MeanKLBefore,1ExplainedVariance,LossBefore,1EnvExecTime
-161.66927168234332,-69.32147690599051,135.65221118927002,406,25.666767120361328,135.65220427513123,1.0,406,-0.013661004602909088,28.262819869715994,18.538809537887573,0.013346054212888703,0.5123188987869891,4.905381917953491,-68.8997780970941,0.9992324,-3.105061012504893,28.068422110381015,2.5426743030548096,2.8363342,2.8378766,17.053139,0.007287941873073578,-1.3901839236097688,17.07946,0.5244078636169434,-163.7505952480508,0.5458552837371826,8.807949569700213e-08,0.5194171976373869,-0.0003149503900203854,2.7493693828582764
-188.67014529703704,-56.35474561538238,38.59392285346985,413,0.6226160526275635,174.2662694454193,1.0004417,417,-0.016330257058143616,28.95959010942799,19.88737940788269,0.016672740981448442,0.478777393726152,5.998649597167969,-60.95083637586666,0.99917555,-0.005279316573985495,24.87009312391419,3.01898193359375,2.8361874,2.8387349,17.050634,0.007872060872614384,-0.005279316573985495,17.094126,0.6153686046600342,-146.5701027419933,0.7994627952575684,1.9265999071649276e-06,0.5049184388991088,0.000342483923304826,2.7990245819091797
-130.14363177516142,-45.79461388846988,41.337655544281006,408,1.1024978160858154,215.61001920700073,0.99548537,407,-0.01778605207800865,19.6894050628169,19.93837308883667,0.01787330014485633,0.5600575165399204,8.112586975097656,-52.76899480578993,0.9944645,-0.08030265574574587,17.276493671532503,2.9869320392608643,2.8267496,2.8288133,16.89047,0.008112235926091671,-0.6369688439843546,16.925364,0.5786802768707275,-113.8502647357944,0.8216807842254639,5.082330858385831e-07,0.5588132505131079,8.724806684767827e-05,2.913545608520508
-97.39919238750824,-36.183088494717964,39.476834297180176,411,1.1933820247650146,255.0925416946411,0.98690975,407,-0.018985185772180557,16.776685861443873,20.18216061592102,0.018915351261966862,0.6008922989686065,5.732498407363892,-48.38236588469885,0.98611796,-0.7210949682410772,11.641622309883417,3.1795692443847656,2.8098464,2.8114734,16.607367,0.008315464481711388,-0.5880890997968956,16.634409,0.5971636772155762,-79.25503629329182,0.8349204063415527,2.2300008595266263e-07,0.6133600473843628,-6.983451021369547e-05,2.8472201824188232
-90.33459586488408,-31.86264385778871,39.081007957458496,412,0.5850155353546143,294.1765687465668,0.97891325,408,-0.014726368710398674,16.69909287797927,20.517616748809814,0.018906863871961832,0.6051115331052519,5.6128363609313965,-49.48721038703975,0.97743803,-2.9926043148686947,10.029908986173139,2.764547109603882,2.7921104,2.795142,16.315416,0.008649423718452454,-1.1649882473850721,16.364952,0.6123685836791992,-60.90931562472255,0.7843856811523438,2.144020754712983e-06,0.6167840352155896,0.004180495161563158,2.8815393447875977
-89.87102863208602,-25.688859645562108,35.477280616760254,427,0.5063180923461914,329.65982604026794,0.9721623,406,-0.014031228609383106,15.162928534963822,17.084563970565796,0.015957860043272376,0.5906805154521362,6.710697412490845,-44.260336868764426,0.97185457,-1.0363797750590444,9.35187176284918,2.8653156757354736,2.780729,2.781377,16.130777,0.008035757578909397,-7.219301788109109,16.141233,0.5376346111297607,-65.0760656498241,0.8448021411895752,6.580077297257958e-06,0.573361649632298,0.0019266314338892698,2.6152515411376953
-79.26373407385586,-22.07974472483044,32.26237654685974,426,1.3364849090576172,361.92596793174744,0.9624444,409,-0.016009707003831863,15.167742150617626,17.207472562789917,0.015498659515287727,0.5887870515491576,3.691236734390259,-42.536639018182335,0.96158355,-0.126625199552378,6.804534242734973,2.3137784004211426,2.7594974,2.761299,15.791904,0.00856582261621952,-0.6919117512839398,15.820378,0.5552685260772705,-43.684643816063335,0.6571333408355713,4.890294803772122e-05,0.6645958675730659,-0.0005110474885441363,2.6603901386260986
-77.54581930437999,-19.835170626910077,37.37326240539551,438,0.9876086711883545,399.31784439086914,0.9489137,404,-0.011890766210854053,13.181990053345613,18.503540515899658,0.010802593547850847,0.7024687515355282,6.061882495880127,-46.8489258582636,0.94785434,-0.21354267508951724,6.780120422246813,3.1841859817504883,2.7307436,2.732985,15.344294,0.006985857617110014,-1.5592029019875764,15.378724,0.5799851417541504,-42.75292722824814,0.8653192520141602,1.9785863969445927e-06,0.6005844930285371,-0.0010881726630032063,2.657100200653076
-65.00123919103139,-17.350696931692312,33.573766231536865,453,1.21779465675354,432.8978271484375,0.93591225,408,-0.010602768510580063,11.518332692640783,17.890076875686646,0.010782572106109,0.6583195221313679,3.9858391284942627,-35.56630023387396,0.93474996,-0.1205799265894512,6.230833894884746,2.3765528202056885,2.7029147,2.7054062,14.923165,0.006685556843876839,-0.10501003394345791,14.960392,0.6305930614471436,-31.649404345043045,0.6596550941467285,3.1080901408131467e-06,0.6162480215444638,0.00017980359552893788,2.665969133377075
-68.57384982725159,-17.07185669356334,39.89214634895325,458,0.9891197681427002,472.79703760147095,0.92702115,411,-0.006505195051431656,14.714786827711333,22.41754150390625,0.007760628708638251,0.6180323490236463,4.538956880569458,-41.75957642031994,0.9264378,-0.3893712289957634,6.230750236823126,2.582498788833618,2.6850166,2.6862805,14.658445,0.007650819607079029,-0.2635770824013728,14.676983,0.6010520458221436,-29.71643527746271,0.7226436138153076,4.7992369218263775e-05,0.6157825982519036,0.001255433657206595,3.004309892654419
-66.49934724952391,-14.681792342830361,37.77834224700928,471,0.822087287902832,510.5802597999573,0.90939057,402,0.000346111279213801,11.488003588616403,20.628346920013428,0.0091085814347025,0.682056531360887,4.3115010261535645,-39.0633404631931,0.90839773,-0.006107160281615349,6.143887178750446,2.6383581161499023,2.6456478,2.6478503,14.092571,0.006724787876009941,-3.086104216737812,14.123644,0.6442661285400391,-33.392559919139174,0.6826472282409668,1.0741086953203194e-06,0.53536716983963,0.009454692713916302,2.9078173637390137
-66.91686978270144,-15.872796501384851,39.70736479759216,461,1.4536640644073486,550.2932999134064,0.8955622,410,-0.002969455672428012,16.270160568338337,21.36882710456848,0.006693114992231131,0.5281336771336906,4.792119979858398,-38.938563425541716,0.89428085,-0.012193741413079662,6.15180377247135,2.972527265548706,2.614345,2.6172128,13.658268,0.007120088208466768,-0.007097630485078953,13.697493,0.6189365386962891,-28.009997007504005,0.6827576160430908,1.0701643077482004e-05,0.594850763116112,0.0037236593198031187,2.9677891731262207
-71.27839993081494,-13.162821646604646,38.44465661048889,485,1.2059869766235352,588.755289554596,0.88490903,413,-0.005504195112735033,14.954462296716004,20.384663343429565,0.007971476064994931,0.530243412564187,4.840872049331665,-35.34780554629492,0.8843852,-0.03405064285936689,6.429549578849286,2.961406707763672,2.5920954,2.5932937,13.357732,0.009845000691711903,-0.06570621056086187,13.373748,0.6219363212585449,-35.361505653210656,0.7025861740112305,4.31884336649091e-06,0.4738934703884926,0.002467280952259898,2.7057740688323975
-71.55621225546972,-13.653011739005118,38.700778007507324,482,0.7430102825164795,627.4590604305267,0.866974,433,-0.002110501751303673,17.977893684999117,21.500522136688232,0.00557764433324337,0.4379516335156791,4.567228078842163,-34.69511723280244,0.86614555,-0.004709016704869166,7.086584015872555,2.980522632598877,2.5502625,2.5521624,12.810466,0.007028805557638407,-0.005631197529679213,12.834828,0.6251323223114014,-40.784510621834954,0.7781784534454346,8.405127118749078e-06,0.4503230001083921,0.0034671425819396973,2.875535726547241
-69.7383917535816,-11.175956768377329,32.29319214820862,516,0.42988133430480957,659.7580399513245,0.8545136,417,-0.004742358811199665,14.478840740206314,17.994063138961792,0.0047423541207241016,0.5592546906171456,3.2292394638061523,-35.82135178697056,0.85443306,-0.11600837772392178,6.28893536332695,2.4887893199920654,2.5229278,2.5231168,12.465038,0.006808883510529995,-0.22271285716786263,12.467395,0.5745351314544678,-32.04832605160665,0.6109039783477783,0.0,0.4326487846702297,-4.6904755635068796e-09,2.614682674407959
-68.52166945842536,-11.943219295357824,33.56090974807739,513,0.9979445934295654,693.3232183456421,0.8268733,420,-0.00436968170106411,17.129073471995415,17.96333909034729,0.007768802344799042,0.4478264640689137,3.458322286605835,-34.67162768798925,0.82622826,-0.004474672382685451,7.516727070305709,2.4673571586608887,2.4559188,2.457498,11.657139,0.007212519645690918,-0.4345584486563438,11.675564,0.5471692085266113,-31.958893696683656,0.6520850658416748,0.00043630300206132233,0.42307355704292093,0.003399120643734932,2.6556508541107178
-72.56339944746628,-12.434264916203826,33.903263092041016,523,0.6313643455505371,727.2295212745667,0.8116063,406,-0.00599523913115263,15.304340731182316,17.41169500350952,0.007937519229017198,0.5721050369973528,4.9177656173706055,-39.772044057790914,0.81071675,-0.044584979940131754,8.854510501900137,2.7206382751464844,2.4179564,2.4201736,11.2229,0.007363531272858381,-0.24504606621023173,11.247812,0.5422685146331787,-34.2937835253103,0.8038091659545898,3.1736084338263026e-07,0.29102630821308584,0.0019422800978645682,2.5605010986328125
-51.61596983182511,-9.875354890013885,31.05169677734375,533,0.8609294891357422,758.2934103012085,0.79061174,431,-0.0017503118142485619,14.532590931315896,16.109699249267578,0.005841234233230352,0.4248698793026139,3.4694981575012207,-27.683022803324082,0.78986007,-0.006964365180527673,5.658723266806343,2.3128502368927,2.3657134,2.3676493,10.651634,0.006929474417120218,-0.0036539222568738147,10.672276,0.5610089302062988,-24.13435701515668,0.612982988357544,0.00028606000705622137,0.415847098426648,0.0040909224189817905,2.5426571369171143
-65.57566345269683,-11.64212084821424,36.21432042121887,521,1.7239701747894287,794.5105519294739,0.7720121,414,-0.005794493015855551,15.204527452564847,19.54192328453064,0.00834568403661251,0.5699342604503468,3.389310598373413,-37.903823231737945,0.7719827,-0.005755320536668952,8.060315521380804,2.364718198776245,2.3201158,2.3201885,10.176853,0.007061861455440521,-0.009546562356305884,10.177593,0.5952510833740234,-33.7261146688644,0.6571211814880371,3.151085184072144e-05,0.30270308240686505,0.00255119102075696,2.7485733032226562
-69.80562447197812,-11.806001782065707,42.327237606048584,516,1.0320007801055908,836.8436141014099,0.75879884,408,-0.0054954541847109795,14.160533159427159,24.161267280578613,0.008290846832096577,0.619085730155292,4.90977931022644,-40.7424561049931,0.75819933,-0.11003628591841388,8.14897084461745,2.8116888999938965,2.2840984,2.2856898,9.816832,0.0069504003040492535,-0.8549443228872228,9.832467,0.6015310287475586,-33.83550287034126,0.8445389270782471,3.84235272576916e-06,0.28464504908208743,0.0027953926473855972,2.870807647705078
-63.645045958521514,-12.545979441713103,41.63691425323486,489,1.2261607646942139,878.4866652488708,0.74482906,408,-0.0035876065958291292,15.360065722326857,21.52402973175049,0.0059864160139113665,0.5391444080540091,6.216912508010864,-37.53142908651417,0.7444334,-0.04822061226352545,7.447106048154585,2.970304489135742,2.2475944,2.2486613,9.464939,0.007421848829835653,-0.35210148973312183,9.475043,0.6369807720184326,-32.763589570584905,0.8350493907928467,0.00013041960482951254,0.39877656394883043,0.0023988094180822372,2.986482620239258
-58.855608594059596,-11.294684785875653,38.29891920089722,521,0.7443366050720215,916.7900874614716,0.7276094,411,0.0009734100895002484,14.66186149218596,19.758724451065063,0.004665623768232763,0.5297198880422996,5.829198837280273,-35.19326205775525,0.7270566,-0.11463066693404905,7.349451208409506,2.9104490280151367,2.2003522,2.2018754,9.0281925,0.007710268255323172,-0.5107373036919748,9.041955,0.6148529052734375,-27.354765338762526,0.7808406352996826,6.229391874512658e-05,0.3933624230846712,0.005639033857733011,2.7550432682037354
-63.39667843769733,-9.401805234619637,35.63118052482605,568,1.0400118827819824,952.4270303249359,0.71582544,407,-0.0032077692449092865,13.516797595199764,18.86305809020996,0.006169880274683237,0.6011165000461854,4.653306722640991,-37.382156496925354,0.7146033,-0.0046086250264950395,7.226982054402584,2.814659595489502,2.1658065,2.169233,8.721633,0.006876232568174601,-0.009946618856757107,8.75157,0.5372140407562256,-31.96440524080955,0.7003850936889648,1.2272118510736618e-05,0.25860352526691466,0.0029621110297739506,2.5295565128326416
-66.21275796300155,-11.549527655304393,32.423524141311646,521,0.8343794345855713,984.8533885478973,0.7044549,400,-0.004438425414264202,12.945018211183402,17.27964973449707,0.007581023033708334,0.6508073227776856,3.938337802886963,-40.61999598818634,0.70376617,-0.09925609430399394,7.782650029353343,2.388303518295288,2.1352403,2.1372113,8.459079,0.006766623817384243,-17.792833232023536,8.475768,0.5681257247924805,-32.62155023128674,0.6825575828552246,0.0,0.3204922176125228,0.003142597619444132,2.605794668197632
-66.76321656249041,-11.044324169028359,35.315136671066284,521,0.4144327640533447,1020.186163187027,0.7037375,401,-0.004384689033031464,13.406180415198548,20.093647241592407,0.006498113973066211,0.6227608770036591,3.3728764057159424,-39.470686712551625,0.70349944,-0.22428786746484639,6.932054215340423,2.410034418106079,2.134481,2.135162,8.452658,0.006719480734318495,-7.65497330869458,8.458418,0.6311049461364746,-28.127607893970797,0.5472557544708252,2.719604935919051e-06,0.4408346227313559,0.002113424940034747,2.8780457973480225
-62.262277768074476,-10.734320807490278,32.4086799621582,529,0.4299495220184326,1052.6003131866455,0.69243044,400,-0.0034389651846140623,8.444158802618364,18.65235948562622,0.007463073590770364,0.8250588371020361,3.410342216491699,-42.2254657049216,0.692087,-0.28939363009050295,6.713816470156855,2.2272322177886963,2.101763,2.10277,8.180579,0.006752344314008951,-25.922617041304086,8.188823,0.5947749614715576,-26.32964299863587,0.6026158332824707,0.0,0.331905086860958,0.0040241084061563015,2.6719887256622314
-68.62436164689194,-12.352691771761513,33.03531193733215,527,0.5973215103149414,1085.6458666324615,0.6794109,402,-0.003306350437924266,14.331010936558863,17.754695653915405,0.008841626113280654,0.6562729460100101,3.201578140258789,-45.03680521134802,0.67850846,-0.18438714202191236,9.440032684977435,2.3854176998138428,2.062151,2.0648177,7.8628645,0.0072276173159480095,-0.7017644102605771,7.88386,0.5756628513336182,-37.91305884575071,0.6138381958007812,0.000938045559450984,0.35315768585229257,0.005535275675356388,2.7674689292907715
-62.06228363175022,-11.012116574573737,39.61116337776184,536,1.2720072269439697,1125.2629780769348,0.6707368,404,-0.003941364586353302,12.216652816523025,20.40628933906555,0.007327675120905042,0.7204922654996178,5.4956629276275635,-43.41390400846633,0.6705266,-0.17941632978070796,7.5456542009349645,3.035524845123291,2.0384853,2.0391197,7.678969,0.00679398188367486,-0.11799894360607692,7.683842,0.5838232040405273,-26.887500679557792,0.819716215133667,7.145713607314974e-05,0.39798593431711105,0.0033863105345517397,2.6717729568481445
-72.6421834891236,-9.592658711463612,39.101574659347534,600,0.8390083312988281,1164.3732268810272,0.65798324,418,-0.003063212614506483,16.98519707450107,20.71512532234192,0.008350234478712082,0.5150820598884548,5.353247880935669,-39.09955988147486,0.6574846,-0.06293762458415286,8.963410632079981,2.9979026317596436,1.99919,2.0007167,7.3830733,0.007188183721154928,-0.2994923387027654,7.394354,0.6179080009460449,-37.24072824852208,0.7784719467163086,0.0003263997787144035,0.2300896345620843,0.005287021864205599,2.983466386795044
-52.435332161912875,-8.72174045324238,37.76838493347168,562,0.7523939609527588,1202.152824163437,0.6446486,402,-0.0033400957472622395,10.46166871803826,20.659326791763306,0.006559483474120498,0.6437679730744842,4.8389365673065186,-31.99104620323798,0.6443758,-0.044195498310185294,5.880021909533123,2.885545253753662,1.9589094,1.9597585,7.0915885,0.006464881356805563,-2.8880477286247257,7.097613,0.5953106880187988,-21.994065718620025,0.7118916511535645,2.77513549917785e-06,0.340528590267703,0.0032193877268582582,2.873847246170044
