Time,NumTrajs,MaxReturn,AveragePolicyStd,MinReturn,AverageReturn,Perplexity,Entropy,StdReturn,LossBefore,ExplainedVariance,LossAfter,ItrTime,MeanKLBefore,dLoss,MeanKL,TotalExecTime
0.7067692279815674,13,-41.20514246474989,1.0,-122.53004236539176,-72.82486260260762,17.079468,2.837877,22.174312247597765,-9.53674295089968e-09,0.6695633266288297,-0.011264447122812271,0.7067708969116211,0.0,0.01126443758606932,0.005333989858627319,0.23282265663146973
1.0761232376098633,13,-28.079621239560982,0.9906265,-118.44424123032843,-71.0243329347203,16.760754,2.81904,27.671559284691366,-2.9343825147520874e-09,0.8040584049135864,-0.017029453068971634,0.3679661750793457,0.0,0.01702945013458912,0.00789632648229599,0.2336738109588623
1.4481120109558105,14,-1.4265993951232319,0.98583853,-132.30519422613796,-64.02649879943682,16.598005,2.8092825,34.751490931760486,-8.71598793139583e-09,0.5701060170382044,-0.013538903556764126,0.3703277111053467,0.0,0.013538894840776194,0.006314805708825588,0.23330235481262207
1.8267743587493896,13,-24.8369846490351,0.99802583,-110.04105660570013,-48.82829412047724,17.011284,2.8338768,21.53674375427821,-1.4671912573760437e-09,0.7187840135678778,-0.02082093432545662,0.3773314952850342,0.0,0.020820932858265362,0.009723576717078686,0.23934602737426758
2.206756591796875,13,-25.88345602242137,0.991333,-184.51448711835377,-64.30026093337568,16.781403,2.8202713,40.458746850746124,-8.803147544256262e-09,0.6885065417713165,-0.024731850251555443,0.3787398338317871,0.0,0.0247318414484079,0.0075901104137301445,0.23462128639221191
2.5795211791992188,13,-26.313666458857778,0.99083704,-107.35928768019528,-59.90548791700565,16.764511,2.8192642,19.22016122893676,-5.868765029504175e-09,0.7749269320644286,-0.029946796596050262,0.3715217113494873,0.0,0.029946790727285233,0.009593836031854153,0.23302316665649414
2.949868679046631,13,-30.522670356900154,0.99362373,-84.75985937996087,-53.33274774393308,16.86115,2.8250122,17.409235537178375,8.803147544256262e-09,0.6493892693921935,-0.010334448888897896,0.3691072463989258,0.0,0.01033445769204544,0.006490484345704317,0.23398661613464355
3.3337016105651855,13,-30.30021043457082,0.9828529,-100.86844801863882,-56.39928175713312,16.493893,2.8029902,21.118189453782637,5.868765029504175e-09,0.6160080955507907,-0.01580606959760189,0.3824915885925293,0.0,0.01580607546636692,0.00715437950566411,0.23360466957092285
3.6989035606384277,14,-10.243258569392033,0.98271054,-99.96619202190377,-48.74548738090982,16.493422,2.8029616,21.971305783511266,7.154346004512036e-10,0.7261717563403985,-0.02637667953968048,0.3638877868652344,0.0,0.02637668025511508,0.009385053999722004,0.23285436630249023
4.070311784744263,12,-26.99781083660859,1.0096458,-77.8729250814287,-49.795968103015646,17.4064,2.856838,14.80346627036782,1.2715657859985185e-08,0.7535850534995864,-0.019891701638698578,0.36986446380615234,0.0,0.019891714354356438,0.007831357419490814,0.23483490943908691
4.429384708404541,13,-24.060465257207003,1.0352427,-113.63005393871404,-47.00665153220187,18.292803,2.9065077,22.38001138937005,-2.9343825147520874e-08,0.6761686033359207,-0.026212722063064575,0.3577444553375244,0.0,0.026212692719239428,0.006480860989540815,0.23361825942993164
4.789036989212036,14,-20.941030961540946,1.0516217,-60.42182042226088,-41.20267555149935,18.87798,2.9379961,11.309894907982303,-5.577042827553669e-09,0.6951828098885662,-0.02382909134030342,0.3583180904388428,0.0,0.023829085763260593,0.008736173622310162,0.23465871810913086
5.163498878479004,14,-24.54743766705773,1.0260665,-253.52788923553328,-67.65515360787684,17.980433,2.8892841,57.682871964536375,-1.6549662973375234e-08,0.5808585499321082,-0.024085545912384987,0.3730809688568115,0.0,0.024085529362722014,0.00851148646324873,0.23257875442504883
5.537235498428345,13,-24.775498178202017,1.0085956,-77.50191752786296,-47.94265981043485,17.373606,2.854952,13.724718551130872,-5.868765029504175e-09,0.8399243828730302,-0.018582476302981377,0.37238597869873047,0.0,0.018582470434216347,0.008649744093418121,0.23404979705810547
5.9021055698394775,14,-13.7079315230434,1.0007162,-64.96575145145167,-37.562596197757664,17.093126,2.8386765,14.599188819008985,-1.6829547533347977e-08,0.734099474033094,-0.014956595376133919,0.3636140823364258,0.0,0.014956578546586385,0.006224695593118668,0.23348331451416016
6.2767274379730225,14,-8.714562552359329,1.0015122,-126.82317011320337,-43.96826165206973,17.121597,2.8403406,32.65253996248453,-5.797412327979146e-09,0.5467741125320306,-0.025966007262468338,0.37337756156921387,0.0,0.02596600146505601,0.008296046406030655,0.23331212997436523
6.646737098693848,13,-22.158813856928024,0.9938542,-67.89480638920469,-35.09537977502887,16.862293,2.82508,11.094419439338926,1.4671912573760437e-09,0.7633841391386947,-0.02535993419587612,0.3686652183532715,0.0,0.02535993566306738,0.007113557308912277,0.23356103897094727
