0StdReturn,0PolicyExecTime,1MinReturn,1AverageReturn,ComputeUpdatedDistTime,0MaxReturn,0NumTrajs,Time,1PolicyExecTime,0Perplexity,1ProcessExecTime,LossAfter,0AverageReturn,0ExplainedVariance,ItrTime,1AveragePolicyStd,0AveragePolicyStd,1EnvExecTime,1ExplainedVariance,1Perplexity,1MaxReturn,1StdReturn,dLoss,MeanKLBefore,MeanKL,LossBefore,0ProcessExecTime,1Entropy,0EnvExecTime,0Entropy,1NumTrajs,0MinReturn
29.449711162135003,1.4064853191375732,-175.4579928456341,-61.11951171987167,28.823874950408936,-0.09421551618105915,813,113.53707122802734,13.268208265304565,17.079464,0.46837925910949707,-0.012123298831284046,-69.60455089950152,0.5008106066255447,113.53707528114319,0.9950375,1.0,2.5267581939697266,0.5268301521659184,16.905998,-0.9551493763133044,24.2196148928249,0.012015688422252424,2.2710346456733532e-05,0.004435419104993343,-0.00010761040903162211,0.45140838623046875,2.8276684,2.4797606468200684,2.8378768,810,-193.29694153846395
24.900265837005605,0.9269165992736816,-113.83820630177708,-48.21679376347868,0.6047861576080322,-0.10568097955063076,811,138.8949806690216,13.867485046386719,17.200161,0.5282461643218994,-0.009949181228876114,-60.93188385310162,0.5170175519731444,25.355133771896362,0.99823886,1.0035286,2.675302505493164,0.5510683880393714,17.015213,-0.00467321103603945,17.813914995962655,0.011242502252571285,2.0831228084716713e-06,0.0033638947643339634,0.0012933210236951709,0.5047550201416016,2.8341079,2.5217270851135254,2.8449187,820,-174.38543653505312
20.657700528295734,0.9472129344940186,-113.03542900153951,-40.96486968788974,0.5845162868499756,-0.4604541278611584,816,163.55198121070862,13.157044887542725,17.204077,0.512042760848999,-0.010716335847973824,-52.60830554848907,0.5142091766074783,24.653992176055908,0.99681693,1.0036429,2.5836265087127686,0.5409941960106694,16.966513,-0.14705959683000291,16.156790617664704,0.011476655781734735,6.25078473603935e-06,0.0034601360093802214,0.0007603199337609112,0.5313732624053955,2.8312416,2.5289692878723145,2.8451464,833,-148.46647691829708
15.911225489721279,1.026533603668213,-75.09730259200343,-33.43133037983013,0.5967321395874023,-2.8487126618712897,811,191.13513040542603,14.949170112609863,17.219044,0.6221446990966797,-0.010782687924802303,-46.88022935540384,0.5865999740483676,27.58045792579651,0.996835,1.0040779,3.146554946899414,0.6062605931666238,16.967356,-0.2606563866566013,10.904701759778362,0.01138728141086176,2.7374776436772663e-06,0.0034278230741620064,0.0006045934860594571,0.5752301216125488,2.8312912,2.6508095264434814,2.846016,833,-113.80456094677973
16.33256800668534,0.9816172122955322,-76.7893549556139,-29.919077862498607,0.95469069480896,-0.5142346332022659,814,217.91077852249146,14.415815830230713,17.156488,0.5994222164154053,-0.011277550831437111,-45.39437227434963,0.5754698671555922,26.77272868156433,0.9987684,1.002252,2.8832709789276123,0.5998978462055304,17.034206,-0.10479889382537513,10.292532981456976,0.011182808564626612,5.240033118525389e-08,0.0033957944251596928,-9.474226681049913e-05,0.5442190170288086,2.8352234,2.5341880321502686,2.8423765,844,-113.49625896079431
15.229841015193161,1.014749526977539,-59.94681432326811,-26.212247244784017,0.5844101905822754,-0.11602776701156244,816,245.87949442863464,15.056236982345581,17.091276,0.6604390144348145,-0.010430999100208282,-42.34041309999967,0.5794732540465379,27.963926076889038,0.99546623,1.0003455,3.1276252269744873,0.6160709745669426,16.919985,-0.31232003927028557,8.317472009540117,0.011178652755916119,1.7011284398904536e-06,0.0035042772069573402,0.0007476536557078362,0.588038444519043,2.8284955,2.645907402038574,2.8385682,850,-83.95224678691031
16.206192166637752,0.972489595413208,-50.3271862932274,-22.69962191763823,0.5844354629516602,-0.008503403522980924,829,273.69424510002136,15.051332473754883,16.994585,0.6606431007385254,-0.009408393874764442,-39.81203979251483,0.5386536319244953,27.811989545822144,0.9939762,0.9975129,3.4942705631256104,0.5932556593479221,16.86984,-0.006494778848126017,8.155216471721513,0.00989900465356186,3.9216436562128365e-05,0.0035151380579918623,0.0004906107787974179,0.5425734519958496,2.8255274,2.5646581649780273,2.8328948,879,-87.0975986944764
15.460366301938173,1.0037815570831299,-44.54739447405998,-21.495883857298857,0.6019651889801025,-0.10540107400551348,817,301.26343631744385,15.403419971466064,16.809605,0.5957484245300293,-0.006125922314822674,-42.843330200621736,0.5890208557141047,27.566416263580322,0.9898222,0.9920686,2.8732635974884033,0.618353940756463,16.730434,-0.11614984930794048,6.911361521532339,0.00894047855399549,4.853347491007298e-06,0.003615288296714425,0.0028145562391728163,0.5758979320526123,2.8172295,2.564814567565918,2.8219504,869,-80.08252625616562
15.015258949673417,1.0393531322479248,-41.66202137997602,-18.740295537995998,0.5946626663208008,-0.0047677301439227665,823,328.78004264831543,15.044139862060547,16.45948,0.6108906269073486,-0.008145824074745178,-38.917694716988144,0.5641875441209429,27.51380467414856,0.97852993,0.98168266,2.911637544631958,0.6292523850049181,16.350132,-0.0036862555986657236,6.470697176525834,0.008170217639417388,2.1926831905716426e-08,0.003507899818941951,2.4393564672209322e-05,0.6265144348144531,2.794236,2.7511513233184814,2.8009017,888,-81.50210187676734
15.113746419139964,1.0205237865447998,-37.93596232983924,-17.755164534418196,0.6140706539154053,-0.0665167927746857,821,357.7802813053131,15.821893215179443,16.096823,0.7538132667541504,-0.0066236043348908424,-40.276260411625074,0.5829060209052812,28.997395515441895,0.96843433,0.9708271,3.677614212036133,0.5638358953971094,16.012968,-0.1131909930271324,6.472526747763541,0.007701447932049632,4.138410076848231e-05,0.003458488965407014,0.0010778435971587896,0.5658824443817139,2.7733989,2.5905354022979736,2.778622,906,-79.33530253612797
