0Entropy,0TotalExecTime,0MaxForwardProgress,MeanKLBefore,0AverageForwardProgress,1AverageReturn,Time,1StdForwardProgress,MeanKL,0StdForwardProgress,0StdReturn,1StdReturn,LossAfter,1MinForwardProgress,0MinForwardProgress,1ExplainedVariance,LossBefore,1AveragePolicyStd,dLoss,0MinReturn,1NumTrajs,0AveragePolicyStd,0Perplexity,0MaxReturn,0NumTrajs,0ExplainedVariance,1AverageForwardProgress,ComputeUpdatedDistTime,1Entropy,0AverageReturn,1MinReturn,ItrTime,1Perplexity,1MaxReturn,1TotalExecTime,1MaxForwardProgress
11.351505,111.78354334831238,3.8034468990430748,0.0,-0.005128869784741946,105.79548779020084,653.0440187454224,0.9993251609067295,0.00871373526751995,0.9687230805750642,186.5209309226802,207.8784727374,-0.008869370445609093,-4.021725423588832,-3.6186893192916942,0.0782541272197077,4.629018803825602e-05,1.0010127,0.008915660633647349,-674.3555595049136,1437,1.0,85093.445,680.4920562783292,1523,0.04932090194833705,0.027891335652980402,117.23998689651489,11.359208,97.8463448149581,-700.2273865020558,653.0440258979797,85751.44,724.4522890439509,161.54205894470215,4.13832741175909
11.361363,157.58157396316528,4.617327204041597,0.046419404447078705,0.013962498961135,118.76484875476011,1048.5084359645844,0.9902576433557998,0.046419404447078705,0.9913464964221934,207.16626690701682,208.8959909656235,0.005785539746284485,-4.170222819075734,-3.5472893706166087,0.07938167173867983,0.005785539746284485,1.0014038,0.0,-703.8431508565761,1424,1.0012361,85936.45,707.2049699573098,1464,0.055328502126892665,-0.04409952257113679,2.7719342708587646,11.36234,102.18729935070559,-618.372384737332,395.44154357910156,86020.42,681.9661779339951,166.81235671043396,4.167518278570346
11.3613615,164.82326245307922,3.7703514016827304,0.0006266398704610765,-0.02624687704227654,149.39477588318354,1441.2254021167755,1.023752204534281,0.009838661178946495,1.0145135989489313,217.57935850562524,215.53034184367039,-0.009262537583708763,-4.441408091370109,-3.615670663227193,0.11862349296384944,9.852973744273186e-05,1.0003844,0.009361067321151495,-740.8165676416255,1411,1.0012361,85936.29,721.1903896771024,1470,0.08907792082579336,0.04316875179904591,1.8435232639312744,11.354228,139.98870723380512,-636.0636788609859,392.7119402885437,85325.445,689.190552894789,164.4996325969696,4.267719238528052
11.356234,164.81301927566528,4.187334077999639,0.001372635131701827,-0.015935780495165367,146.88998342314102,1830.726396560669,0.9289103152876332,0.008178675547242165,0.9816463933165436,202.23560305985126,210.66592030794607,-0.006565013434737921,-4.603111215393492,-3.8872659612664284,0.09171733769574997,0.0011258394224569201,1.0006636,0.007690852857194841,-586.4546470145107,1428,1.0005947,85496.74,696.1808404380913,1488,0.08121717145056906,-0.06329433921907633,2.1202433109283447,11.35635,135.2370493882782,-600.0508608000171,389.4884498119354,85506.695,737.546795616497,169.21203541755676,3.4770671306263865
11.350634,166.1766972541809,3.7313735567504858,0.0006138632888905704,0.010470615135367145,118.13000949587897,2217.073685646057,0.9916822351446267,0.009745633229613304,0.9880815702621577,215.0037513985056,211.2649625012618,-0.009635262191295624,-4.462091342771957,-4.421185875567727,0.0744549998626155,0.000201241418835707,0.9997648,0.00983650361013133,-759.4396479483769,1416,0.9998935,85019.305,748.0218621257526,1457,0.06579142127420068,-0.044793457035653336,2.1117870807647705,11.349195,98.70983973802045,-660.8869689328715,386.3409061431885,84897.04,755.6337403199,168.75847125053406,4.090221497896139
11.346083,159.55016446113586,4.443556165569322,0.0003613417793530971,0.010123500271960609,135.6815895033063,2605.9288754463196,0.9597380125597081,0.009459332562983036,1.0009773999958307,216.37801438098293,228.10059679116173,-0.009628339670598507,-3.7749792498317385,-4.080465511228139,0.10614090610303206,-3.509949965518899e-05,0.99919796,0.009593240170943318,-694.9294741675051,1415,0.9993323,84633.266,700.4790869325909,1460,0.05665112091070745,-0.0299925756491732,2.01861834526062,11.344563,109.2741625706821,-732.152519954792,388.84876680374146,84504.71,701.513505872744,167.53888177871704,4.0677680151377755
11.3384695,166.679949760437,4.127476878306046,0.012550588697195053,-0.06670598893069038,154.9860973934567,3000.1652007102966,0.9607023619560142,0.012550588697195053,1.0379403529058646,215.83521785008816,218.64832350226357,-0.0014466471038758755,-3.8078146561339468,-3.587669395366167,0.126146147042143,-0.0014466471038758755,0.9980017,0.0,-604.2886526763339,1373,0.99839324,83991.38,731.8612255747848,1440,0.07108953214278091,-0.09448723932411814,2.3109514713287354,11.334964,137.38930555483404,-662.1688596409489,394.2076063156128,83697.45,718.2402296950991,167.14991068840027,4.287085163083875
11.338469,160.99865555763245,3.3523374966335293,0.042799461632966995,-0.016037973632762017,145.2742136935662,3399.4353647232056,0.9585586087941772,0.042799461632966995,1.0029078435073484,208.39712113506033,213.52675274275757,0.001890465966425836,-3.883106134233385,-3.797581219054998,0.11073641624544639,0.001890465966425836,0.9982939,0.0,-560.8126604751143,1385,0.9983931,83991.305,726.892315427242,1452,0.07024398847730295,-0.08981193347651145,3.273914337158203,11.337304,129.31323966563548,-613.586652005314,399.2638397216797,83893.56,687.3753764684265,165.12433433532715,3.6968507751979574
11.3384695,162.24274468421936,4.399214631576062,0.02453554794192314,-0.04102520344618604,157.68183989863527,3793.880422115326,0.9527787441986966,0.02453554794192314,1.0291767044172906,222.92803476753858,231.76953330137405,0.003227885812520981,-3.6791471196795618,-3.717321104484249,0.09207158298209406,0.003227885812520981,0.9989794,0.0,-629.7778895001711,1382,0.9983932,83991.38,721.4778326257908,1417,0.06528359727811972,-0.051127657613718326,2.9911208152770996,11.342713,138.26570146999782,-690.3733988924698,394.40901732444763,84348.586,736.6190012349308,165.3458526134491,4.320468068123446
11.3384695,161.68039226531982,4.050122931274322,0.0002490837941877544,-0.009116325815956547,203.03712279563604,4184.955120801926,0.9996340382279436,0.009721136651933193,1.034391017196134,181.55645631114322,174.66752070538226,-0.009935115464031696,-3.448021669493139,-4.1673340158674455,0.1758918910118572,-3.8454338209703565e-05,0.9986611,0.009896661125821993,-406.4479762375883,1387,0.9983931,83991.38,710.6625355439743,1419,0.14612107205921054,-0.07739927547401455,2.2948012351989746,11.340259,176.94632575513853,-353.4117838220135,391.05704641342163,84141.79,698.4391468331863,166.20049333572388,4.627659910632064
11.325948,163.12139582633972,3.433974659958656,0.05191001668572426,-0.03657666519490654,177.50566786031013,4583.939108371735,0.9702409210094725,0.05191001668572426,0.9990373205542086,212.7273142454971,234.6128178249476,0.0009494669502601027,-4.859657400801574,-5.269448895220236,0.11332748420698202,0.0009494669502601027,0.99686694,0.0,-577.6757406411296,1334,0.9968271,82946.23,746.9812707914072,1464,0.09198548393454908,-0.04626201409481766,2.6586294174194336,11.3259115,144.30818835921383,-632.7478318911101,398.96833205223083,82943.22,736.0920897908599,169.2475700378418,3.8629218493278605
11.325948,164.48337721824646,4.748260926705501,0.011402586475014687,-0.0018961518922121126,145.85802084256125,4982.695328950882,0.954578844479434,0.011402586475014687,0.9799979896538278,210.18598938397204,214.1022139740781,0.001592556363902986,-3.229192497887647,-4.430274796744809,0.09286872580697658,0.001592556363902986,0.9958274,0.0,-543.038105375654,1362,0.9968271,82946.23,693.2361172589355,1439,0.0642908305707226,-0.023984240938964698,2.9748032093048096,11.317401,121.00614893539826,-491.0487748188787,398.75004053115845,82240.32,699.7309660979956,168.47977137565613,3.5568480263456848
11.325948,162.26127338409424,4.037651730169356,0.005559962242841721,-0.03969095438447764,125.66649963603894,5374.3239958286285,0.9409641653530912,0.009238161146640778,1.0114621313099912,191.56553040481703,204.3375799246487,-0.005648245103657246,-3.471454079190397,-4.14201775433516,0.06509682459141863,0.0002664286585059017,0.99634355,0.005914673762163147,-577.5532860198452,1382,0.9968271,82946.23,698.2140031284823,1438,0.05896157741838526,-0.028246555898196603,2.8977279663085938,11.321708,110.82600114871695,-719.7214952352164,391.60580229759216,82595.27,717.7033091059759,168.40616273880005,3.6249017211707466
11.330808,158.60189366340637,4.084462459748357,0.018311845138669014,-0.006425748371438511,157.20448000822523,5756.534393548965,0.9927148095751741,0.018311845138669014,0.9407448891704709,186.51644831516845,190.83959347733946,0.00027859752299264073,-4.428153615107559,-3.545856210640349,0.13483815086012974,0.00027859752299264073,0.9970446,0.0,-500.11075726433245,1380,0.99743557,83350.32,718.6779364034462,1451,0.08783331359106217,-0.11374253736916104,2.555163621902466,11.327296,142.31004866287685,-539.1291941209772,382.2051799297333,83058.15,725.8567501755787,164.97015523910522,5.041159844968318
11.330807,162.44578671455383,4.065077631415852,0.007647344842553139,-0.033888350742482864,133.28180712361367,6155.447155714035,0.9970401882497413,0.009553318843245506,1.002535154105684,190.77217692560927,209.19652430401365,-0.0030970172956585884,-3.8656441297713524,-4.563534642841111,0.09254331121657489,0.001073442748747766,0.99752945,0.004170460044406354,-550.3635838401002,1367,0.99743557,83350.234,683.9279638077534,1458,0.0707493688252111,-0.08133567239285323,2.3458707332611084,11.33122,112.38919801600464,-679.3924612655773,398.90619134902954,83384.664,680.3028806712816,168.83067893981934,4.395389111212097
11.329772,159.39709997177124,3.1991780461660366,0.0027911546640098095,-0.019966540959327282,171.25796887325797,6553.026934623718,0.9767387098808645,0.008972576819360256,0.9695094260347329,206.10840146359598,224.25780048682805,-0.008152822032570839,-4.071927006713486,-3.809220750580702,0.12300828318592061,-0.00040117083699442446,0.99662703,0.0077516511955764145,-575.4641119001861,1386,0.9973106,83264.04,691.2045103962689,1437,0.0841087978289572,-0.07857203951586811,2.5912179946899414,11.323859,158.60763020741837,-679.0556434711797,397.57412695884705,82773.164,710.6987412975212,163.17858815193176,3.3125353960427666
11.312947,157.6369390487671,3.709248986990578,0.029494743794202805,-0.024110071950346403,131.6535365119646,6936.514174938202,0.9723501419055015,0.029494743794202805,0.9832992221428856,232.3840241626663,241.303344224865,-0.0027254035230726004,-4.24898144295824,-4.00154767428473,0.09457967961049274,-0.0027254035230726004,0.9954949,0.0,-742.3745988402343,1386,0.99521345,81874.86,698.8586012700204,1426,0.04948398616767502,-0.07708394141700452,1.8705284595489502,11.314852,109.53407950379834,-685.2734095822341,383.4770929813385,82030.94,720.6713358860168,161.60102701187134,3.618737608913769
11.312946,158.4707751274109,3.7843395235850523,6.262341776164249e-05,-0.05275883887577364,96.88487959992818,7325.678292989731,0.9909964416241208,0.008742556907236576,0.998762542253354,225.68684604334342,241.806814585014,-0.009689344093203545,-3.9269504307859697,-3.3844196189554383,0.06732453130689231,-7.913747685961425e-05,0.9956555,0.00961020661634393,-736.160467417534,1361,0.99521345,81874.78,691.4778263169001,1425,0.035469586017819243,-0.12867470454472676,3.026350498199463,11.31613,72.93430731833364,-920.1400007995117,389.1323986053467,82135.836,714.4727769580072,164.7753405570984,3.4767596453113274
11.318285,162.83151817321777,3.4342648447380273,0.0019492468563839793,0.00043365985579937513,134.89107882774036,7720.425244092941,0.9757457959002463,0.008488052524626255,1.0200687752966529,200.55405091777183,208.42900637900468,-0.00741951260715723,-4.528482381584694,-5.264552030649631,0.08502292430772873,0.0003917372669093311,0.9964289,0.0078112498740665615,-602.6361317273362,1389,0.9959095,82313.055,705.4700715414975,1411,0.0662306644037024,-0.056864956120376925,1.8836498260498047,11.322071,121.48735602630484,-696.4813539300782,394.74066066741943,82625.29,689.1211115112231,165.36666536331177,3.861082497412547
11.318512,156.2533745765686,4.751345624551368,0.0010390703100711107,-0.04278728549477067,135.04448247415294,8099.210108995438,0.9386504990210573,0.009596647694706917,1.0385563285300292,211.79893618694263,215.176568230026,-0.009379270486533642,-3.8004019940880522,-3.9467737230545414,0.08547525298074388,0.0004669092013500631,0.9956123,0.009846179687883705,-578.2316895210015,1376,0.9959364,82331.74,669.705938789726,1407,0.06692716954437172,-0.09884698057570267,3.1080641746520996,11.315578,116.7150389523917,-495.3318674542982,378.7785177230835,82090.57,697.1755059712124,163.2224543094635,3.340364744236506
11.320965,160.48950815200806,4.40559845602229,0.003745605470612645,-0.06873391519583193,111.60927289470058,8487.591249227524,0.9812912748101923,0.008138283155858517,1.0122692573659633,216.99962819502002,225.0539481911554,-0.00433583278208971,-3.906662317474031,-5.306263352976761,0.07996708109049089,0.0019401516765356064,0.9965846,0.006275984458625317,-873.7076274636313,1371,0.99625105,82533.94,730.8071272654779,1438,0.0372103204105908,-0.053563529360868334,3.2905561923980713,11.323161,92.26425906009516,-568.4321898104481,388.3709523677826,82715.41,691.6970637803761,166.43396258354187,4.075926928141749
11.318058,159.13402938842773,3.5437073144113143,0.00962734967470169,0.00919399322479724,114.48027406380258,8871.329456567764,1.021218505621083,0.009948454797267914,1.005808931368005,214.909689255582,218.2337510682359,0.0015597691526636481,-5.376943141487295,-4.879704504221528,0.07361170474707335,0.0025947908870875835,0.9953716,0.0010350217344239354,-746.1888191382529,1363,0.9958916,82294.375,712.9624447033395,1410,0.05449022696167172,-0.14012776800616428,2.1772854328155518,11.313557,101.8248786083288,-799.2229092709783,383.73146772384644,81924.77,741.5108317259323,167.88784408569336,3.4440240647569733
11.319459,164.0802092552185,3.4534099787373624,0.003280176781117916,-0.015083639457779564,205.72839724848208,9259.24333524704,0.9892572062268923,0.009857259690761566,0.9788751605790906,236.68434551399707,242.5215027060537,-0.008607134222984314,-4.854000620108906,-3.8863208314077466,0.14755286031189763,-0.0003054860862903297,0.99564,0.008301648136693984,-677.1604221299511,1333,0.9960635,82409.74,723.5055612020973,1408,0.10351401392896786,-0.047636586269806276,2.71142315864563,11.315548,184.20772352743828,-552.3521230447568,387.88160514831543,82088.07,745.7409599918859,169.82617044448853,4.416473010745965
11.325883,166.54340147972107,4.07494436476951,0.02178260125219822,-0.05548267333495968,154.5424058882943,9649.304922103882,0.9877305296899889,0.02178260125219822,1.022425261231756,226.93784077106068,242.2508623936435,-0.0024390239268541336,-4.030003796487324,-4.567850484870348,0.08389040320847374,-0.0024390239268541336,0.9957833,0.0,-702.1448471790536,1343,0.9968756,82940.84,707.4845189262854,1416,0.06791734558569729,0.0028179701529833503,2.9489080905914307,11.316777,126.94983870923836,-638.8262987282305,390.05438137054443,82189.04,745.1913980943838,167.3581326007843,3.4938091445098833
11.325883,165.7478325366974,4.513669978945572,0.0028882063925266266,-0.026705745387943222,147.89264413720247,10037.333969593048,1.0272439769434403,0.008700558915734291,0.9832590797737156,214.41876093425776,229.87535466945658,-0.006547985132783651,-4.082630022721525,-3.2214896019944064,0.08999464754567865,0.001229333458468318,0.9959963,0.007777318591251969,-516.1280834560172,1360,0.9968756,82940.84,708.30403988225,1412,0.06442364324977323,-0.11271825394340997,2.944606065750122,11.318427,126.41483247730243,-692.740442127417,388.0092680454254,82324.75,703.1280095372175,169.41135478019714,3.6310006368390892
11.323838,159.2630968093872,3.215205858233993,0.02131875976920128,-0.08333642792573974,191.8343260838392,10437.021506547928,0.9822155503965756,0.02131875976920128,0.9793364967304236,199.93150845566143,208.69673376013847,-0.00010794550325954333,-3.7205040701803074,-3.6596157945997425,0.12793464218727302,-0.00010794550325954333,0.996061,0.0,-394.1766222855027,1342,0.99661636,82771.43,736.1935635324535,1396,0.10750101767347464,-0.11354696355889805,2.0534579753875732,11.319054,167.68927116755498,-417.36283192432694,399.66110706329346,82376.35,741.6648318178404,168.94293022155762,4.86540774612391
11.323837,161.83784365653992,4.672897093863868,0.016249308362603188,-0.02969003341962911,222.33040660716617,10827.255192518234,1.0053417285557784,0.016249308362603188,1.032121487600508,220.8075712424762,227.81340879438727,-0.0011436865897849202,-3.860716950615546,-4.183304229931138,0.17351218904939103,-0.0011436865897849202,0.9958223,0.0,-648.6131890906622,1335,0.99661636,82771.35,718.6759865042247,1372,0.1301106845080371,-0.17898087001302385,2.7734768390655518,11.31692,195.92742397499535,-665.4361231347522,390.22707438468933,82200.8,717.915536409552,166.22194623947144,3.3713276365351827
11.323837,163.81033396720886,3.271529727032298,0.0010810705134645104,-0.06906022751233161,170.77575029899756,11216.47418999672,0.991322290355107,0.007668460253626108,0.9848255571045208,197.89828918755057,202.61658921457462,-0.006832255516201258,-4.414303747591892,-4.2269371833861005,0.1587275233151063,0.0012808338506147265,0.99689275,0.008113089366815984,-615.8217860381317,1345,0.9966163,82771.35,704.429622048065,1411,0.09902465466982102,-0.054606836819568794,4.890175104141235,11.325689,143.6060453303165,-469.84850502115324,389.2138113975525,82924.79,686.072158964108,170.11767864227295,3.516632693423188
11.325986,166.6397225856781,3.7444244707338807,0.001791474991478026,-0.04376917034496007,191.31265094552302,11604.934697628021,0.9891318761611994,0.008294487372040749,1.0111503130627602,216.47058438116213,211.50612726189223,-0.007245302200317383,-4.714993161610622,-3.5479837220321255,0.1389294152360231,0.0002538251574151218,0.99709105,0.007499127357732505,-627.1508368239855,1329,0.9969013,82949.39,727.006598562374,1366,0.12296149813478441,-0.013267969620384961,2.974961280822754,11.327079,170.1025372069883,-545.1587851363773,388.4552459716797,83040.09,725.7434546419162,173.40733695030212,3.7031847706317746
11.3285055,163.40104794502258,4.117021977232458,0.04414338245987892,-0.1033680547258299,118.68476642285334,12000.596908569336,0.9748581472309215,0.04414338245987892,1.0274795417572768,235.52046303561653,225.3279701864559,-0.004059398081153631,-3.727528225850134,-4.209003582835513,0.08499491186033437,-0.004059398081153631,0.997069,0.0,-784.426963019124,1344,0.9972113,83158.65,661.3756749398482,1396,0.07188512602720176,-0.10862324519151495,2.701892375946045,11.326953,97.22884497319572,-761.752709560583,395.6459107398987,83029.64,678.5884116055074,173.30289578437805,3.3978034970223554
11.328504,167.69602990150452,4.082441476015088,0.00980211142450571,-0.05157630421899608,208.5375041717976,12406.963522434235,0.9974613924947094,0.009933478198945522,0.9798946306194807,200.01972792918326,200.40151165494805,0.00010711290087783709,-3.5495755929619555,-5.097789902432515,0.16140905149504092,0.000857266248203814,0.997496,0.0007501533473259769,-359.29778636972645,1348,0.9972113,83158.49,708.9660479579403,1396,0.12764264839525252,-0.08022927250806101,2.923708915710449,11.33045,186.5102950317757,-523.8743257858722,406.3598816394806,83320.516,702.2592972244728,168.88592910766602,4.23024438301162
11.3280325,162.80903005599976,3.487587146826537,0.009793497622013092,-0.08338467731992612,125.54435946198319,12807.468364238739,0.9684504393034482,0.009998944588005543,1.0033069272624602,229.42283458560365,236.88444237651305,-0.0006274731713347137,-3.858142939819108,-3.4260440660481164,0.06968776112438457,7.20270472811535e-05,0.99732345,0.0006995002186158672,-654.6826985958381,1319,0.9971504,83119.32,689.7752202808666,1397,0.05588486728856146,-0.05310854567401761,2.952906370162964,11.329068,98.49425943819367,-596.6367551935074,400.49659276008606,83205.45,692.6519554127334,167.25595951080322,4.697051132670225
11.327241,167.59850311279297,4.057028643450324,0.00031309042242355645,-0.05486146270384806,151.14604753610837,13209.20005273819,0.9551596319472591,0.009692971594631672,0.9981228622268912,207.63134562603597,202.2563734050266,-0.009343793615698814,-4.095304317249312,-4.461672794743496,0.12371117890613281,0.00046148616820573807,0.99716693,0.009805279783904552,-616.1443200483851,1362,0.99705404,83053.555,700.837557262011,1376,0.08227683151878784,-0.10161699677919739,2.432194471359253,11.327718,139.81705556224324,-630.992716985491,401.71553087234497,83093.17,659.196460641246,166.8923532962799,3.9827704928414787
11.31853,167.84523916244507,4.996922970772445,0.012152605690062046,-0.05023686922083587,152.94370721663455,13609.636769771576,0.9467419615223419,0.012152605690062046,1.049504662358367,211.8988401933024,225.59600563331338,0.0010847090743482113,-4.139467489398474,-4.355936493170713,0.0891319221474145,0.0010847090743482113,0.99586695,0.0,-739.1325442974579,1287,0.9959716,82333.234,688.432185130767,1365,0.06947189018427213,-0.11851704941479287,2.803790330886841,11.317296,127.68647833338271,-652.8234559899321,400.43042492866516,82231.69,691.5076306367573,164.3933448791504,3.2669890127061363
