1ExplainedVariance,1AverageReturn,0MaxForwardProgress,1Entropy,1MinReturn,Time,ItrTime,1TotalExecTime,1MinForwardProgress,1MaxForwardProgress,ComputeUpdatedDistTime,0ExplainedVariance,dLoss,0MaxReturn,1AverageForwardProgress,0Perplexity,1StdForwardProgress,0Entropy,1StdReturn,1Perplexity,MeanKL,LossAfter,1MaxReturn,MeanKLBefore,0AverageForwardProgress,0AverageReturn,0StdReturn,0AveragePolicyStd,0MinReturn,1AveragePolicyStd,0NumTrajs,0MinForwardProgress,0StdForwardProgress,LossBefore,0TotalExecTime,1NumTrajs
0.058872792162103726,97.07285412687456,3.8034468990430748,11.351524,-789.6530319736489,195.10690188407898,195.1069037914276,48.72586750984192,-4.162657222280028,3.5356074977324807,26.651848554611206,0.05299226199694296,0.009484459413215518,720.3692339710925,0.015604834039299999,85093.445,1.0026356600559925,11.351505,199.96211612343492,85095.07,0.006682600826025009,-0.010532443411648273,693.829370292938,0.00028448758530430496,-0.01024035800664451,96.41997098517928,188.10002857086758,1.0,-674.3555595049136,1.0000042,1516,-3.6186893192916942,0.9694163883406378,-0.0010479839984327555,48.79313564300537,1494
0.049840680021664086,101.5370963541385,4.7518416579371126,11.331575,-661.3828776487413,307.73939514160156,112.63001894950867,49.741137742996216,-3.4588330439882298,4.715163662251609,0.6314318180084229,0.0491062621508771,0.011561686085769907,700.3273880686405,-0.02040741904867358,83430.875,1.0059549358759443,11.331774,205.0734889834237,83414.33,0.009995811618864536,-0.011821866966784,744.4178998526221,0.0002644756459631026,0.02253128799857516,95.86459143403455,200.80694769538036,0.9975396,-687.0108600157588,0.99751514,1513,-3.973342683817418,0.9985088129885159,-0.00026018088101409376,49.847373247146606,1454
0.08573881788139548,146.2860216502687,4.225145114035802,11.348432,-626.1747238605724,420.8095746040344,113.06772494316101,50.044715881347656,-4.625906500812267,4.23014170793959,0.6214561462402344,0.10040496676644761,0.011422104107623454,702.64322452773,-0.03902649147064123,84859.805,1.0225078408667578,11.348756,212.06392759787434,84832.3,0.009916704148054123,-0.011328109540045261,733.5191284503455,2.0028754079248756e-05,-0.006346087027995324,133.3700495096848,212.73147651548683,0.9996652,-1150.4903518998563,0.9996279,1464,-4.159479436365774,1.044895833671306,9.39945675781928e-05,49.898964166641235,1460
0.07910662984872785,138.0639771112292,3.9964765321505977,11.349697,-545.5824457513662,534.1000769138336,113.28799962997437,50.34904766082764,-3.3055289523975913,4.784398140288313,0.6269559860229492,0.0823478616929264,0.009257953381165862,698.5917075607877,0.00041721706157570184,84931.13,1.0056345690168202,11.349596,200.91720748556574,84939.72,0.007952986285090446,-0.012346995994448662,736.486102918119,0.0014260688330978155,-0.013558551074760384,131.7910378959735,200.56817413265694,0.9997708,-673.8228718725287,0.9997844,1465,-4.395782769765476,1.0202344539734318,-0.0030890426132827997,49.75345015525818,1466
0.05158543053124065,105.35067705374856,3.824980295966648,11.336149,-745.6127507067254,648.57075548172,114.46705889701843,50.43654465675354,-3.8501109017732196,3.8920637918925722,0.6200244426727295,0.053242592840114344,0.009293431241530925,727.6885762376282,0.04008095489136932,83743.28,0.9745572783771316,11.335511,215.43082915437648,83796.73,0.007191271521151066,-0.01024492084980011,742.1963818261167,0.0006851978250779212,-0.00652125226116183,102.39587463688322,209.70770331548874,0.99801725,-595.2179669474266,0.998099,1437,-3.9995650719770466,0.9586267989838817,-0.0009514896082691848,50.54641580581665,1432
0.061458657867049515,130.77719559359326,5.179711600548753,11.3499775,-623.7299832216479,762.4393265247345,113.86581873893738,50.263874530792236,-3.8323711269950516,3.876982223506737,0.6267781257629395,0.07248219239238807,0.009474758058786392,711.4420652252013,0.022308166139020397,84989.39,0.9785276960130874,11.350282,229.1933192482205,84963.54,0.007298176642507315,-0.011189950630068779,709.6063635627846,0.0008732326095923781,0.03875977972455145,117.80824175287725,226.2423442094662,0.99987346,-647.3406733781625,0.9998353,1427,-3.6122936622069326,1.001104581026436,-0.0017151925712823868,50.3425989151001,1396
0.09105307379601824,138.34339296395325,4.222485793413729,11.344572,-634.6798969859934,876.800772190094,114.35894727706909,50.69335913658142,-5.407846892003896,5.120428003858823,0.620697021484375,0.07353846496996141,0.00961173145333305,694.0086512997066,0.020667106741747817,84473.37,1.0210418754979027,11.344192,218.2926288304456,84505.516,0.007227948401123285,-0.010270340368151665,711.4701955269364,0.0009921974269673228,0.052066126702285394,139.11105258974055,210.93336493804097,0.99911386,-658.2785222656328,0.9991613,1406,-3.411630224805998,0.9958951635550516,-0.0006586089148186147,50.1841516494751,1415
0.07492615521347146,137.01820353475506,6.50431536475173,11.365465,-580.2859952390319,991.4717557430267,114.6685163974762,50.6856164932251,-4.130029422651967,3.816487491196898,0.6232795715332031,0.0680703173746049,0.011334946104640031,734.6301497739798,0.014658478607511634,86285.23,1.0114900311500628,11.365414,216.49710900062087,86289.67,0.00973251461982727,-0.011334944516420364,694.8763683020178,0.0,0.07826116810947557,135.35381315527079,210.8949063819679,1.0017688,-614.2388766081984,1.0017761,1394,-3.814710164202733,1.0299177451980757,1.5882196668925985e-09,50.72452092170715,1390
0.06970179619332817,149.3121636249557,4.321152700049135,11.372561,-718.2012562642606,1106.8019847869873,115.32760167121887,50.827341079711914,-3.651162823750357,4.358291522669403,0.6208317279815674,0.07304259581300654,0.009041826997417957,743.9472758745267,0.03845166160094779,87048.84,1.0058063735549905,11.374225,231.74303603694796,86904.19,0.0067690471187233925,-0.008506630547344685,721.0618719280202,0.00045104449964128435,0.02754593844668336,146.82915588064694,221.6078671230432,1.0028954,-552.0891187633666,1.002688,1392,-3.072563333837274,0.9773036372229964,0.000535196450073272,50.82043933868408,1381
0.15665405687485734,193.60804947161253,5.042291200160834,11.369633,-452.4717741474079,1221.616420507431,114.81201457977295,50.48156452178955,-3.212358326234594,4.153349615777847,0.6233208179473877,0.1536767253631588,0.009207961149513721,721.49093783956,0.05464716967147525,86698.89,0.9658129430253761,11.370196,184.29444591836835,86650.04,0.006745556835085154,-0.007903729565441608,701.8533309931915,0.0002877350780181587,0.04345443142409993,190.8200439517033,175.2911221152051,1.0023801,-408.88284071695654,1.0023104,1373,-3.8385448935645945,0.9917447374353278,0.001304231584072113,50.85948920249939,1334
