 1MinForwardProgress,0NumTrajs,1AveragePolicyStd,1Perplexity,0StdReturn,0Perplexity,1TotalExecTime,0StdForwardProgress,1MinReturn,0ExplainedVariance,0MinForwardProgress,ComputeUpdatedDistTime,1ExplainedVariance,1AverageReturn,0TotalExecTime,dLoss,1MaxForwardProgress,0AveragePolicyStd,1AverageForwardProgress,0AverageReturn,0MaxForwardProgress,MeanKL,MeanKLBefore,0MinReturn,ItrTime,LossBefore,1Entropy,LossAfter,Time,0Entropy,0MaxReturn,1StdReturn,1StdForwardProgress,1MaxReturn,1NumTrajs,0AverageForwardProgress
-2.725721247586561,759,1.0000019,85093.28,172.45447907124557,85093.69,31.426079034805298,0.9737885426054402,-481.65590151134273,0.1218196703715031,-3.0419210129794285,22.495503187179565,0.10758005077036936,136.6560383245388,55.87559652328491,0.01611408722237684,3.661317915146877,1.0,-0.013807853941665253,137.34121894629044,3.8034468990430748,0.009885160252451897,3.6201099646859802e-06,-674.3555595049136,168.5629162788391,-0.0003967830853071064,11.351503,-0.016510870307683945,168.56291007995605,11.351508,651.7993481313213,166.49438862904057,0.927803405562764,650.329642810981,751,-0.013980625351811205
-3.8040125949644787,739,1.0024972,86802.97,215.23448772359956,86874.6,39.36438322067261,0.9763565318187082,-864.1369738851396,0.03955221962449451,-4.820443933862636,0.5169820785522461,0.04846626506085738,68.07551244543517,60.23096752166748,0.01317996036959812,4.452896541849722,1.0026011,-0.039536115580963906,58.91700986693618,3.118743683030586,0.006604663096368313,0.00022929826809559017,-677.4797297362501,111.7318651676178,-0.00038312404649332166,11.371396,-0.013563084416091442,280.30104660987854,11.372221,710.7455987590263,212.15440659197193,1.026005498504375,740.4352892542253,739,0.010259591996841495
-3.5238703515333785,746,1.0027385,86970.016,199.9603233167964,86979.47,59.588489294052124,0.9668850927298449,-612.2205205263522,0.05714110584290921,-3.5469618051903273,0.7340068817138672,0.04341054687953738,87.54968712823272,43.9436149597168,0.012851372128352523,3.355878475958922,1.0027523,-0.04043861439696305,84.92424312653314,3.107691630323782,0.007073863875120878,0.0005328945117071271,-776.0141701423865,123.2613639831543,0.0015303080435842276,11.373319,-0.011321064084768295,403.5656249523163,11.373427,702.2617303464431,199.70819694908184,0.9641301619056329,617.822489283017,735,-0.04744441636562722
-3.2160896727091486,724,0.9991676,84512.28,214.968275204904,84381.98,59.163854122161865,0.9839080837562881,-587.4083467343611,0.08049345067271207,-3.6047627663599697,1.3942792415618896,0.07055107717519016,127.32234016491729,50.534584045410156,0.013443966396152973,4.560276176397311,0.99897224,0.014768079830264583,117.63527818590603,4.165174300319343,0.007042464334517717,0.0005786300171166658,-659.3133588017598,126.60592603683472,0.002605389803647995,11.344652,-0.010838576592504978,530.1812467575073,11.343109,688.9262605551512,211.3099611805079,1.0129155599223916,714.4160816467831,715,-0.013469148563889727
-3.642022922219811,727,0.99845123,84015.74,204.54909277983754,84014.62,90.88554978370667,1.0063819453888099,-523.8358867201671,0.08983911998825089,-3.7649289728233386,1.3120334148406982,0.07714217659240119,110.33211282134174,65.95521283149719,0.013346628635190427,3.4038756017608076,0.9984454,0.00048162401276987234,108.6015156006359,3.4844172735292998,0.008057471364736557,0.0015031967777758837,-607.9194860977786,184.21809101104736,0.0008401082595810294,11.338759,-0.012506520375609398,714.4149222373962,11.338746,702.483831695138,205.7804550585193,1.0118262782871075,715.0741116160663,724,-0.035648596244682994
-3.1076487845917615,706,0.9983105,83921.88,225.04323038871433,83910.68,56.788726568222046,1.0264899535975414,-723.1031459972697,0.13226038216044855,-4.9648777900288765,0.419893741607666,0.13498130794097074,183.642010364972,63.373305320739746,0.014976763102698132,3.216076927736985,0.9982915,-0.019194626854237194,185.51025027657892,3.8881495502011965,0.009753182530403137,0.0,-657.7243426861273,137.05122995376587,8.675334894903131e-10,11.337642,-0.014976762235164642,851.4724552631378,11.337508,718.0710524468249,218.6842699188721,0.9810746170730376,674.2255630360103,702,0.025757854368408366
-3.328398070592828,697,0.9986186,84126.14,230.32442998962597,83955.02,63.09001064300537,1.0194587714814882,-522.4647808697354,0.11517621110995602,-4.619409620979548,0.363706111907959,0.1273188766986102,188.30377805691464,57.83307957649231,0.012990122195333242,3.3855365763957006,0.9983668,-0.018721513698304226,177.84623171177472,3.3782311153538758,0.007428921293467283,0.0010132380994036794,-622.6299807467972,141.70905256271362,0.0024800696410238743,11.340073,-0.010510052554309368,993.1878776550293,11.338037,715.8596564059587,229.58227449733164,0.9839532017470214,724.6180425629054,680,-0.016758170251196563
-3.4269432189295395,700,0.99691576,82971.62,189.18133303302446,82950.89,76.3802797794342,1.04719850194282,-540.8543395685498,0.08716163328968585,-3.8658149116438976,0.7603788375854492,0.06947648354792657,110.41718323920468,85.38809370994568,0.012800158747268142,4.12352916285007,0.9968849,-0.020613924827747182,105.35526600967307,3.7702151441212037,0.006873558275401592,0.0006046202615834773,-687.3350242126259,191.07951617240906,-4.555396662908606e-05,11.326254,-0.012845712713897228,1184.274641752243,11.326004,589.6882916864989,178.13539064683198,0.9925186358254178,632.9584305096263,703,-0.03640708054167819
-3.03372821370545,693,0.9958866,82279.15,191.37270343023536,82289.82,75.69001698493958,0.9537602739368461,-627.0835345829902,0.09419836106907786,-3.6409387804400892,1.8426358699798584,0.09092166857585482,134.50751215604382,87.20384407043457,0.01278766943141818,3.5629350671061912,0.99590313,0.003948166066176692,123.90260897253572,3.4547010267438907,0.006874243728816509,0.0003740442043635994,-469.83307291765846,186.95467114448547,0.0027793622575700283,11.317873,-0.010008307173848152,1371.2364428043365,11.318003,716.6116150087238,194.45086879835108,0.9424128932949642,690.532532028891,706,0.06665715995981213
-3.9853731498363305,696,0.9967646,82873.01,233.29950125012456,83044.69,80.97260546684265,0.9750283147971786,-632.1825467917661,0.05842105230600225,-3.79108764167546,0.7327897548675537,0.06617405870287041,86.360897215231,83.26455807685852,0.012577250599861145,2.848238433052489,0.9970192,-0.00797280170121158,90.54488043986278,3.164243395224208,0.006707536987960339,0.00026168106705881655,-560.4313263529195,186.19165682792664,0.005546373315155506,11.325065,-0.007030877284705639,1557.4344143867493,11.327134,733.8073413474715,237.85709119126025,1.0097625111913016,756.7556869238679,695,-0.04763050964049385
