0PolicyExecTime,0EnvExecTime,dLoss,0MinReturn,0AveragePolicyStd,MeanKLBefore,1Perplexity,0AverageReturn,1ExplainedVariance,LossAfter,1MaxReturn,1MinReturn,0Perplexity,0NumTrajs,0ProcessExecTime,ItrTime,0MaxReturn,1AveragePolicyStd,LossBefore,0ExplainedVariance,1Entropy,1AverageReturn,ComputeUpdatedDistTime,1ProcessExecTime,1NumTrajs,0Entropy,1StdReturn,MeanKL,Time,1EnvExecTime,1PolicyExecTime,0StdReturn
8.588276147842407,5.383610010147095,0.011567397508770227,-193.29694153846395,1.0,9.269486440643959e-07,17.044792,-69.60455089950152,0.5107185599439872,-0.009355203248560429,-0.6831795154356786,-174.5398518227986,17.079464,813,1.3473539352416992,309.32498002052307,-0.09421551618105915,0.9989895,0.002212194260209799,0.5008106066255447,2.8358448,-67.5046910459007,70.19405698776245,1.3193159103393555,812,2.8378768,27.663089489521173,0.004734283313155174,309.32497382164,5.489202976226807,39.482075691223145,29.449711162135003
6.170352935791016,5.07893705368042,0.0161674591438441,-205.40178548574656,0.9962862,1.9885355584392528e-08,16.912943,-60.63106124066625,0.5275058405721325,-0.016170373186469078,-0.11848209607075827,-148.435852698911,16.95258,808,1.4628794193267822,60.1592800617218,-0.19174437976599137,0.9951259,-2.914042624979629e-06,0.5046517372571933,2.8280792,-54.08544190426777,1.7942440509796143,1.1010801792144775,809,2.83042,20.662765576270786,0.00754903769120574,369.490234375,4.677526235580444,31.723668575286865,25.379793369706032
4.632588863372803,4.621584892272949,0.01967722224071622,-132.57470111148373,0.9895364,2.1933476546109887e-06,16.686508,-53.6802650090729,0.5453616825689114,-0.016388416290283203,-0.10940834256830952,-109.7182398172921,16.723686,810,1.2924044132232666,65.72407650947571,-0.5793879193150152,0.98844135,0.003288805950433016,0.5709160932052163,2.8146005,-41.90301950144272,1.728919506072998,1.3380508422851562,824,2.816826,15.403419711470328,0.009123519994318485,435.2237513065338,5.5825769901275635,37.63505792617798,18.579884123779216
4.4950478076934814,4.776733160018921,0.017376349249389023,-103.49964328152285,0.9810045,1.1663329132716171e-05,16.3831,-45.86740542514769,0.5803331276084747,-0.017628449946641922,-0.07793469523485053,-77.40619078220861,16.436611,813,1.1812496185302734,57.1987943649292,-0.0068358329560624575,0.9794099,-0.0002521006972528994,0.5610549092042136,2.7962503,-32.97858822449894,1.2605373859405518,1.1106324195861816,835,2.7995112,11.511086362640727,0.008003465831279755,492.4311783313751,4.771310567855835,31.689443588256836,16.728690770853884
4.198050498962402,4.651643753051758,0.016036619432270527,-102.44537597773471,0.9774782,5.082994539407082e-05,16.290642,-44.62950154017509,0.6078730664063657,-0.013431094586849213,-0.07654278233442995,-62.89255556071342,16.31878,822,1.290255069732666,68.57496309280396,-0.00865263177470256,0.97664,0.0026055248454213142,0.5676462484018641,2.7905908,-27.4898488819916,2.652799367904663,1.271014928817749,849,2.7923167,9.26447651440091,0.00834293756633997,561.0134732723236,5.496132135391235,38.567118406295776,16.546587983538192
8.23346734046936,5.793537616729736,0.01489385312856939,-72.40755817919613,0.96930945,1.2099933277553987e-09,16.006704,-39.5409846082556,0.6320032296752285,-0.014893218874931335,-0.08662352973421247,-44.605658825207115,16.046703,814,1.6885573863983154,73.94981265068054,-0.3469202373635253,0.9681066,6.342536380543606e-07,0.6080186054652503,2.7730076,-22.961156401278693,1.7630269527435303,1.2973229885101318,863,2.7755034,7.156769312176259,0.007451329845935106,634.9692554473877,5.4819653034210205,39.96418213844299,13.335468869014836
4.350490570068359,4.345041751861572,0.013621736783534288,-73.02828194895994,0.9574495,0.0001774238917278126,15.6171055,-42.75986689717631,0.6237806851895911,-0.011598767712712288,-0.006045115571232945,-45.18810301894359,15.656119,814,1.266366958618164,57.67009615898132,-0.5045279640978308,0.95625836,0.0020229690708220005,0.6287148291009117,2.7483668,-20.69513642310451,1.0020442008972168,1.152763843536377,884,2.750862,7.401865466210644,0.008099393919110298,692.6424713134766,4.854342937469482,32.539255142211914,14.304001179505821
4.2683141231536865,4.51170015335083,0.011803987785242498,-79.94029998491632,0.9436549,3.056052446481772e-05,15.183359,-42.33300412324327,0.6112053550074368,-0.01204339787364006,-0.00603552401304599,-37.84683293967396,15.207255,822,1.2684574127197266,67.80489206314087,-0.00693951642094822,0.94292164,-0.0002394100883975625,0.5962919892599036,2.7202,-18.442865104801044,2.5071070194244385,1.2228078842163086,891,2.7217727,6.536877515723353,0.007833798415958881,760.4504895210266,5.4585816860198975,40.48718023300171,15.519729155156105
4.576554298400879,4.984717845916748,0.009653909713961184,-77.73472438353866,0.927067,6.181897333590314e-05,14.638919,-42.17491469950472,0.5971941381482514,-0.0082315094769001,-0.07950875601281779,-42.07365631059192,14.676595,810,1.523209810256958,61.55013656616211,-0.18418350568919725,0.9258839,0.0014224002370610833,0.6233998206333456,2.6836836,-17.56122858370639,1.2828178405761719,1.1586670875549316,892,2.686254,6.499642971284119,0.007340564392507076,822.0134630203247,4.868561029434204,34.3990216255188,14.267905769369573
8.20833420753479,5.853216886520386,0.0063799143717915285,-75.68784032218107,0.9139529,6.967112398115205e-08,14.25227,-36.116089937196165,0.5461867983018545,-0.006338185630738735,-0.008465187772631132,-36.71416427791179,14.262218,823,1.8894708156585693,74.55692172050476,-0.0062728820724054345,0.9136427,4.172874105279334e-05,0.5039923686871453,2.6569161,-16.08899788320516,1.9587538242340088,1.3099114894866943,925,2.657614,6.757549560136223,0.00666417321190238,896.5762763023376,5.737382650375366,40.17436385154724,15.641603114991902
