AverageReturn,Time,TotalExecTime,LossAfter,AverageForwardProgress,MinReturn,MeanKLBefore,StdReturn,MeanKL,NumTrajs,StdForwardProgress,MaxReturn,ItrTime,Perplexity,Entropy,MaxForwardProgress,ExplainedVariance,AveragePolicyStd,MinForwardProgress,dLoss,LossBefore
62.799922069629,5.557791233062744,4.752063989639282,-0.0382116436958313,0.32233303531220037,-664.9316921017137,0.0,193.72606482629695,0.00982716679573059,145,0.17421230916929017,547.5389204873376,5.55779242515564,85093.52,11.351506,0.5236150999419973,0.5067593931013502,1.0,-0.1936900924857064,0.03821165526702508,1.157119378092375e-08
79.37472055773665,10.783127307891846,4.7771079540252686,-0.03837789222598076,0.30638002115477403,-371.8949952273853,0.0,197.47751917510658,0.009704776108264923,154,0.22244941148390365,617.1857693443169,5.22381591796875,84756.766,11.347541,0.5121469267835377,0.5444371542671158,0.99951375,-0.18848033829614264,0.03837788938051889,-2.8454618661299946e-09
83.6607245810575,15.948050498962402,4.7169249057769775,-0.03886978700757027,0.2856667765481379,-480.8891881598425,0.0,191.56965483943725,0.009704597294330597,143,0.2081821702309609,587.0670038106954,5.162865877151489,85847.086,11.360323,0.563570341030809,0.5217447154506429,1.0011114,-0.18167535142619462,0.03886978989352974,2.8859594713992465e-09
83.04978853885552,21.054832935333252,4.648286819458008,-0.038945697247982025,0.31573575171461427,-516.9155738084423,0.0,188.981874878903,0.009763674810528755,150,0.2016649807435358,630.395616943914,5.104604005813599,85112.11,11.351725,0.5410376488697719,0.5383907969214345,1.0000446,-0.1826016331493976,0.03894568705215118,-1.0195830846271292e-08
104.99024117404971,26.267866134643555,4.759617567062378,-0.038281429558992386,0.30099270650021115,-577.70306808949,0.0,205.38795897783126,0.009832129813730717,142,0.20217255797806769,598.9674540123063,5.211470603942871,85017.84,11.350616,0.5544771335098355,0.5341872548106729,0.999923,-0.17858780065479052,0.03828142671007728,-2.8489151038257887e-09
106.77979420744585,31.447044372558594,4.715075254440308,-0.03845079615712166,0.2787635748095293,-389.9842165678432,0.0,197.3830628539128,0.009735634550452232,139,0.21188142653299372,597.7649815594046,5.1777002811431885,84708.52,11.3469715,0.5421592306700793,0.5067052056345223,0.99946225,-0.1989027737687455,0.03845080552497304,9.367851383501602e-09
76.83936257144255,36.61916184425354,4.716190814971924,-0.03805127367377281,0.3069390012336466,-409.73976600789166,0.0,182.34392116268265,0.009800597093999386,145,0.20888314179900067,545.3776435052625,5.170449733734131,85706.875,11.358688,0.5471083345342858,0.5744219531821873,1.0009425,-0.22169518220239076,0.038051265070810025,-8.60296278659689e-09
97.08258596910719,41.82119917869568,4.7322678565979,-0.0384201817214489,0.3075729356592387,-428.8015505422237,0.0,179.65571233679125,0.009761754423379898,153,0.19961685819744682,541.3985558406386,5.200560092926025,83926.05,11.337691,0.5518361199794055,0.5139909999758296,0.99833375,-0.19165837624864457,0.038420197483921115,1.5762472216351853e-08
91.1707276467676,47.056987285614014,4.765690803527832,-0.036649566143751144,0.2902424198644262,-556.5987890394971,0.0,199.0930312569259,0.00965006835758686,145,0.2014335890368321,572.4629257627954,5.234194993972778,85086.22,11.35142,0.555140507895185,0.5245022596352371,1.0000826,-0.19492902570965143,0.03664957183786033,5.694109184162244e-09
71.86367744101321,52.21991324424744,4.712790489196777,-0.037531785666942596,0.29025973689622164,-408.28081839006336,0.0,196.44850803580235,0.009824606589972973,149,0.22120280166956363,591.8345554455946,5.161436080932617,85471.88,11.355943,0.5927573777695243,0.5834489037721025,1.0006543,-0.21741469228425803,0.03753177628491233,-9.382030263793695e-09
