0MaxReturn,0AveragePolicyStd,1MinReturn,1PolicyExecTime,1EnvExecTime,1ExplainedVariance,0EnvExecTime,MeanKL,Time,0NumTrajs,0ExplainedVariance,ItrTime,0Entropy,0ProcessExecTime,1StdReturn,LossBefore,1MaxReturn,1NumTrajs,LossAfter,1ProcessExecTime,0PolicyExecTime,ComputeUpdatedDistTime,1Entropy,dLoss,0AverageReturn,MeanKLBefore,1AverageReturn,0StdReturn,0Perplexity,1AveragePolicyStd,0MinReturn,1Perplexity
-0.09421551618105915,1.0,-175.4579928456341,15.145065069198608,2.7854883670806885,0.5268301521659184,2.938495397567749,0.00831015408039093,132.63702392578125,813,0.5008106066255447,132.63702654838562,2.8378768,0.5634727478027344,24.2196148928249,-0.00010761040903162211,-0.9551493763133044,810,-0.01632547751069069,0.5488505363464355,2.446732521057129,33.65522074699402,2.8276684,0.016217867101659067,-69.60455089950152,2.2710346456733532e-05,-61.11951171987167,29.449711162135003,17.079464,0.9950375,-193.29694153846395,16.905998
-0.10613705560180811,1.0049943,-103.69412833769258,15.745503664016724,2.869948625564575,0.5589197491395044,2.76322865486145,0.0071290661580860615,161.75634574890137,816,0.5276578178298172,29.116484880447388,2.8478355,0.5814645290374756,16.73610623928655,0.0008485763100907207,-0.41351032769738305,824,-0.015942353755235672,0.6537518501281738,1.2926597595214844,0.699411153793335,2.835966,0.016790930065326393,-59.07318588608306,2.4971320726763224e-06,-45.42099972989577,23.878657008659705,17.250404,0.99916345,-164.7858714495797,17.046862
-0.7321522057197619,1.0027765,-91.53203038365636,16.09420156478882,2.8537850379943848,0.5850397430690164,2.7737388610839844,0.007078555878251791,191.35023427009583,814,0.5704275093828199,29.591169595718384,2.8434029,0.6228165626525879,12.356418353437983,-0.0024843192659318447,-0.009358771007513405,827,-0.018737709149718285,0.6223845481872559,1.289245843887329,0.7176532745361328,2.8308122,0.01625338988378644,-49.109184273649625,2.3726499421172775e-05,-36.11026319866537,17.597205099457618,17.174107,0.9966142,-130.0100668576593,16.95923
-0.30021357563983486,1.0001029,-62.167975705710084,15.757818460464478,2.8780152797698975,0.5949934195373634,2.795968770980835,0.006777901202440262,220.853440284729,818,0.5554143465651208,29.500441789627075,2.8380663,0.633983850479126,9.982633159688085,0.0007378897862508893,-0.15136976146043865,854,-0.01460496336221695,0.6230275630950928,1.3185360431671143,0.8231966495513916,2.8265834,0.015342853148467839,-43.81057580528205,6.656010214101116e-07,-28.31232699410868,16.68087510599684,17.0827,0.9945645,-99.48518493560013,16.887663
-0.07912608101806848,0.9931763,-53.89100423812553,15.915557861328125,3.125897169113159,0.605532615558074,2.8006751537323,0.006660402752459049,250.83394646644592,812,0.6063836671940963,29.977501153945923,2.8241713,0.6376776695251465,8.53900260731094,-0.0012213106965646148,-0.14386263895928014,867,-0.015440975315868855,0.6518774032592773,1.3114361763000488,1.0667023658752441,2.8158562,0.01421966461930424,-39.44304360966215,4.444862952368567e-06,-24.47475004129506,13.369353334562929,16.84698,0.9891698,-77.95751520794614,16.707476
-0.006487605939036887,0.98900545,-53.71459826057161,16.185121536254883,2.8971824645996094,0.5824359380898998,2.7485451698303223,0.00696549890562892,280.30945658683777,816,0.6019573169958841,29.471262454986572,2.8157601,0.6297042369842529,7.98726390392441,0.0025484729558229446,-0.002551359400825203,880,-0.009142255410552025,0.6165072917938232,1.3181884288787842,0.7338144779205322,2.807298,0.01169072836637497,-41.59368686947693,2.978867996716872e-06,-21.808149970647513,14.573473158025433,16.70587,0.9849605,-88.67456380654889,16.565098
-0.0024854192339209104,0.98123276,-41.61645089063406,16.17231297492981,3.0421676635742188,0.5819814350532806,2.7394349575042725,0.007147629279643297,309.7785997390747,820,0.6050737724892414,29.466328859329224,2.7999763,0.6152338981628418,6.707010829322674,0.0023040815722197294,-0.23292034330107175,907,-0.008235806599259377,0.6646547317504883,1.2983932495117188,0.633944034576416,2.7901735,0.010539888171479106,-39.82916269907145,1.9453285858617164e-05,-18.176125080199864,14.023859196188853,16.444258,0.9765704,-71.80192937009025,16.283846
-0.6958188260005944,0.96659845,-43.256550009653246,15.75681209564209,2.939795970916748,0.5552007052689021,2.7601406574249268,0.007570547517389059,338.69856119155884,815,0.5800269148738854,28.917081594467163,2.7699277,0.6264936923980713,6.945925578711887,0.0033893901854753494,-0.010743445268007473,922,-0.006791980471462011,0.6444816589355469,1.289175271987915,0.6418123245239258,2.7596538,0.01018137065693736,-39.44770747379397,1.422711420673295e-06,-16.80348096301325,14.694043725936309,15.95748,0.9617795,-75.7709939345207,15.794374
-0.8969834176185127,0.95725185,-35.279063877353266,16.64033007621765,3.085981845855713,0.5256036116222161,2.780435800552368,0.009230016730725765,368.79671931266785,810,0.6234076375611932,30.095211267471313,2.750492,0.6315524578094482,7.031198004847958,0.00566454604268074,-0.22109812206408208,940,-0.0033018693793565035,0.6693236827850342,1.293210506439209,0.6549818515777588,2.7466307,0.008966415422037244,-44.02507736506056,0.0005211741663515568,-16.04672246249807,15.020904128283023,15.6503315,0.9554915,-74.32826239642375,15.590015
-0.06608002092272953,0.943713,-35.54182721448359,15.969815969467163,2.9158542156219482,0.46970681525615554,2.807119131088257,0.007132396101951599,397.8548038005829,823,0.5737912950950611,29.055264234542847,2.7220092,0.6251006126403809,6.703251335322989,0.0035178817342966795,-0.011726183403279166,951,-0.005919615738093853,0.6389296054840088,1.319035291671753,0.6791472434997559,2.7129228,0.009437497472390532,-39.635587669662186,1.915226130222436e-05,-14.587111353920207,15.282870323204154,15.210853,0.9395695,-73.39570586755723,15.073268
