0AveragePolicyStd,0MinForwardProgress,LossBefore,0AverageReturn,0Entropy,0Perplexity,0AverageForwardProgress,ComputeUpdatedDistTime,1StdReturn,Time,1MaxReturn,1NumTrajs,1AveragePolicyStd,MeanKLBefore,1StdForwardProgress,dLoss,1MinForwardProgress,0ExplainedVariance,1ExplainedVariance,1AverageForwardProgress,ItrTime,0MaxReturn,0StdReturn,0MaxForwardProgress,MeanKL,0StdForwardProgress,1MinReturn,0NumTrajs,1MaxForwardProgress,1Perplexity,1AverageReturn,0TotalExecTime,1Entropy,LossAfter,1TotalExecTime,0MinReturn
1.0,-3.6186893192916942,-0.001173943281173706,97.82472654663147,11.351505,85093.445,-0.007526837654127227,52.41047286987305,191.8284022297036,471.0999581813812,720.3122268807165,1494,0.9999124,0.002402946585789323,0.9875429776620673,0.005250019021332264,-3.1028511282291835,0.05671336466155985,0.05298185490476248,-0.03257800843559276,471.0999631881714,720.3692339710925,190.13035034191253,3.8034468990430748,0.004525286145508289,0.9710501515693544,-575.369687854134,1512,3.7880586248597226,85032.36,102.38390287016291,95.10726475715637,11.350787,-0.00642396230250597,99.18757009506226,-756.0750825185345
0.9994698,-3.3294644868603314,0.0006153489230200648,97.55177297686853,11.347258,84732.766,-0.02388986469793632,2.758028984069824,206.03638523388568,801.0800230503082,697.6848165935685,1486,0.99955434,6.538550951518118e-05,0.9833154161098341,0.006682844716124237,-3.65421426166883,0.059240219747228595,0.04893725749479971,-0.04095904504839484,329.97474694252014,696.2297505077208,207.21491654802827,4.348346489902616,0.0032781006302684546,0.9673510233131135,-646.4790039410012,1473,5.200782511315744,84787.164,103.82417485626726,114.50095462799072,11.347899,-0.006067495793104172,160.03856563568115,-637.3561049685585
0.9970244,-4.553150433344644,-0.000959159224294126,137.44280042137981,11.327605,83083.82,0.003125811429341555,1.1519365310668945,209.4912550201551,1113.9305212497711,745.3458142146693,1431,0.99695975,0.0008636931888759136,0.9978106345195956,0.006987814442254603,-4.32739671035023,0.09390734888743812,0.09366741739515083,-0.04117854539990701,312.84443044662476,715.6471598134219,210.64889667160247,4.0689509204215915,0.0041071330197155476,1.0204798306759868,-800.6635997732265,1472,4.39586357279302,83039.695,146.57141720744877,113.96981287002563,11.327074,-0.007946973666548729,145.58063006401062,-846.5545185223425
0.9964636,-4.142148411025362,0.0005267359083518386,130.68949555062085,11.323121,82712.09,0.023823895446236282,2.197091579437256,202.7988495970118,1497.380146741867,718.608983282667,1455,0.9965024,0.00016109447460621595,0.9824953359895552,0.0067349536111578345,-4.469853648961983,0.07683499144920891,0.08746244654949242,-0.013635396211323415,383.4310665130615,730.4909629821341,206.8586789979078,4.290308630209779,0.0034149165730923414,0.9835468708306211,-662.821535254849,1466,3.495947118465168,82736.31,137.26536737197105,167.00317692756653,11.323414,-0.006208217702805996,162.6223840713501,-587.5623521129218
0.995285,-4.319186029585596,-0.0015834312653169036,99.34034286879084,11.313572,81926.02,0.008510817833545297,2.2500293254852295,207.18346637308457,1874.8693959712982,729.2353929638978,1441,0.99526715,0.0008272161358036101,0.9831492932889966,0.006899373256601393,-4.221933829651905,0.057058734215136964,0.055765623389843144,0.006666118795846797,377.4828681945801,722.8302425560737,211.16262866044326,4.048144928739298,0.004024034831672907,0.97346697485497,-616.9114801731969,1460,3.917457427460228,81913.6,103.84095390465895,165.40319108963013,11.31342,-0.008482804521918297,158.26073932647705,-755.1827373444469
0.9961737,-3.768344614751654,0.0005975053645670414,114.1173050519627,11.320786,82519.22,0.02926102724240124,3.3206868171691895,214.61547414581904,2264.753484249115,732.8442299601207,1434,0.996253,0.0011281713377684355,0.9861374498877624,0.006892657373100519,-4.010424229237204,0.05831727050924984,0.05905270682445629,-0.03226152094751342,389.8774483203888,712.418373670014,218.98648429348702,3.7475614625930693,0.004359992686659098,0.987576238684249,-759.7551328043442,1467,3.7950408728894023,82568.58,119.98067305247677,165.67469763755798,11.321384,-0.006295152008533478,159.5988233089447,-767.3891118050343
0.99611276,-4.606325070740312,-0.003748218296095729,131.60100012496162,11.320278,82477.28,-0.008137210211540537,2.958531618118286,212.3258402008504,2642.1817524433136,709.196525921769,1425,0.9960978,0.0015273656463250518,1.0070292775124043,0.006631787167862058,-3.9292631304155377,0.07793793862115761,0.07450002779911202,0.023198328833410133,377.4186611175537,709.8449629750194,209.5017994246852,3.6753357162413547,0.00475509325042367,1.0404003615684316,-702.2955226277832,1445,3.636553778538308,82465.09,141.60418377220006,165.01413321495056,11.32013,-0.010380005463957787,160.18404006958008,-636.3100720452524
0.99671835,-4.729201191879899,0.0009015955147333443,129.50911134867758,11.3251,82875.93,-0.0019272404027640723,1.7494721412658691,203.62156131687937,3031.5861225128174,682.223215601518,1427,0.99673396,0.00010105210822075605,1.0065610185045646,0.006475620262790471,-4.719664447430402,0.07112490217755629,0.07054997406107744,0.0004185592912350392,389.3978657722473,672.2469585302263,210.99805564735203,4.010522213427288,0.003341672010719776,0.9771232719609281,-662.2904932713658,1435,4.13244279706697,82885.97,129.58358448311714,167.7601215839386,11.325221,-0.005574024748057127,160.56625056266785,-630.173646853832
0.9959422,-3.8061846211149266,0.000454477674793452,138.53568339922535,11.318874,82361.58,0.008257334645962513,2.8969483375549316,227.02761601070378,3414.9650371074677,760.1043309454025,1372,0.9958428,3.159585685352795e-05,1.0083009687229672,0.006721687212120742,-3.693712540836974,0.06326636124178986,0.07625896884660732,-0.05701638072708334,383.37220430374146,722.9992098628846,221.73142813325697,3.8611624990483158,0.003268579486757517,0.9814006829359149,-691.6275773062616,1416,3.716914880369002,82293.35,150.27853355773163,168.02468752861023,11.318046,-0.00626720953732729,159.19212079048157,-535.6272367409001
0.9960937,-4.204495810751745,-1.9796511097069924e-09,181.18512431674418,11.320057,82459.04,-0.033604879710094696,2.7108170986175537,178.72655248319535,3811.663503885269,672.6316994338681,1399,0.99609107,0.0,0.9693405588922404,0.008440922828731878,-3.4767851387905253,0.1499114380075638,0.1553869081764725,-0.03459199214869465,396.69064259529114,718.4842862712144,172.8530663942828,4.8533195532337094,0.004992042202502489,0.9899080172778402,-432.18900631666116,1429,3.5950037254060994,82456.52,188.42502564272243,169.55793952941895,11.320026,-0.008440924808382988,159.7793025970459,-462.2738773144902
0.9972383,-3.4306353057467134,-1.8146122329198988e-06,155.5821467829183,11.329191,83215.695,0.012747721842848756,3.3575685024261475,221.40167533257622,4196.308326482773,734.514386871615,1403,0.9972289,0.00011551752686500549,1.0063122898322376,0.00663793792477918,-3.7009317433771,0.09394817968103664,0.09180990314887394,0.008484755507500575,384.6239883899689,718.5069762558912,222.48398591850668,3.880322392858849,0.003328134072944522,1.0171581365109676,-724.3847665836024,1393,3.490673309528604,83207.76,159.04028682750774,167.29463744163513,11.329096,-0.0066397525370121,161.3979208469391,-718.1661867075314
0.99637204,-4.062587249920467,7.8718745498918e-05,132.2163551913706,11.322185,82634.664,-0.022518983488060623,3.8201615810394287,209.969117879037,4585.824091911316,682.9514737685183,1387,0.9963767,7.399457899737172e-06,0.9539768959768804,0.008342689470737241,-4.007881691293268,0.07628294677076308,0.08378661254876385,-0.018724477838251003,389.50211548805237,678.7417879471765,215.7484165709578,3.2592410647882932,0.00498533621430397,0.9349265814545141,-598.7071964752199,1392,4.826157188267567,82635.77,129.5279597938458,164.51679134368896,11.322198,-0.008263970725238323,160.6453502178192,-772.4991822212294
0.9943345,-4.401082381849153,0.000653789029456675,107.77117406923318,11.305705,81284.05,-0.08066610595481506,2.749739646911621,201.94841892174517,4970.516060352325,706.6404220028154,1362,0.99439645,0.00014107483730185777,0.992072255392712,0.006523199030198157,-4.029817161205617,0.06954890512425316,0.06672401379031168,-0.05735734084755922,384.6854512691498,711.3040368003014,198.21691066309756,4.2120804306599515,0.003374191001057625,1.0344828823505363,-594.0926747770923,1391,4.123001782890807,81324.445,117.80918242316291,163.65371012687683,11.306202,-0.005869410000741482,161.08402681350708,-558.4146886639161
0.99477774,-3.867685276166144,0.0006536453147418797,152.77160321630535,11.309234,81571.375,0.0022498530195506124,2.69974422454834,190.03387231116199,5370.086674690247,707.7036454356208,1360,0.99472326,0.00023703614715486765,0.9839275307477858,0.006698672019410878,-4.664335984281141,0.0935527169071475,0.10449832219648147,-0.029446966500214344,399.55515336990356,689.8425649470526,190.4936786617115,3.9584934419655142,0.0034818334970623255,1.0000046303833565,-399.51126597254057,1366,3.7571368557653377,81534.586,157.99869356207319,166.7880027294159,11.308783,-0.006045026704668999,160.64881110191345,-484.1575602582958
0.99427325,-3.9109338506529867,0.0007449689437635243,128.07150929470941,11.305128,81237.164,-0.020751815313500597,2.404309034347534,201.144615550235,5762.715039730072,717.4229009896435,1350,0.9941385,0.00038389660767279565,0.9832945621065167,0.006764597084838897,-4.5088325503604105,0.0712464455552162,0.08837311776731305,-0.026551757357297014,392.62175488471985,735.4410991519177,201.5485225818057,3.5368167891543103,0.0036117355339229107,0.9602083013520439,-484.6428699627324,1343,4.074846605500524,81149.9,135.97016998241594,166.23215341567993,11.304053,-0.006019628141075373,161.94192171096802,-530.834499515372
0.9934833,-3.370654905464544,-0.00029502957477234304,166.1026467175062,11.298644,80712.125,-0.026415710165393905,2.313045024871826,227.2781418318116,6156.783429145813,700.9571242353062,1352,0.9934211,0.0001050094433594495,0.9427778985878856,0.006558975583175197,-3.4778298853338856,0.0984636678673132,0.09229582523725077,-0.011552829423465716,394.0615825653076,718.5065551370113,221.54405351860626,3.253127600233801,0.003328666090965271,0.9602656264553163,-458.6685166071065,1354,3.4417956418975706,80671.95,169.15283496136814,172.56538367271423,11.298146,-0.00685400515794754,164.39467883110046,-498.7162744250191
0.9928778,-3.796990569083915,0.000665463856421411,126.78545672115938,11.293682,80312.625,-0.0374883828464167,1.8097693920135498,246.22906798108727,6539.471289873123,739.7775981838989,1337,0.9928894,0.00046929833479225636,0.9910645748523312,0.006761496304534376,-3.3184919059818645,0.05480317652086186,0.04921987810883233,-0.03262359825997113,382.6815359592438,729.4462470756893,249.28339373250503,3.432421014650206,0.0037551415152847767,0.9736737085535253,-623.467302544233,1327,3.79131102251618,80317.6,128.08639723768442,165.42645740509033,11.293744,-0.006096032448112965,162.90233874320984,-696.8615019796421
0.9921759,-3.956802958255165,0.0010675023077055812,82.17175188883093,11.287965,79854.766,0.0020777360004632,2.3505516052246094,239.67319096142094,6938.6446125507355,730.2411983556456,1330,0.99208033,0.00048453264753334224,0.9562380206869708,0.006688671070151031,-3.6890164028626176,0.035807680733268565,0.04226040941014175,-0.05664342368903375,399.16697812080383,740.9607235966612,239.00342215960222,4.120693373114209,0.003664390416815877,0.9708980468718786,-824.4285391160316,1346,3.838802577834482,79790.59,87.97016360442841,171.37213349342346,11.287161,-0.00562116876244545,166.94934582710266,-657.5106578975038
0.9919928,-2.804765557740644,-0.00022262839775066823,126.57199585471933,11.286359,79726.625,-0.02636467663357302,1.9404206275939941,218.57907365425464,7333.088352203369,666.3862799334397,1308,0.9918259,0.0006911511300131679,0.9942252310731369,0.006447966748964973,-3.3873136371030945,0.06723436222668433,0.07832430055770956,-0.056883673196781115,394.43607568740845,740.4942700858151,225.3509236360961,3.943007871441063,0.004068500362336636,0.9338374175336406,-732.0461086088931,1330,3.4406713813911054,79617.055,133.10262063345422,172.99597311019897,11.284984,-0.006670595146715641,168.33928155899048,-641.0731048812338
0.98909104,-3.79796029381847,0.0005654128035530448,130.95250210742077,11.263018,77887.26,-0.04704651500245337,3.106731414794922,221.2041923366582,7724.416236400604,682.7171804235355,1305,0.98907375,0.0010563890682533383,1.0046626707480926,0.006650619558058679,-3.280352342648967,0.07274519958804282,0.06502331585275489,-0.050459713485276655,391.31982803344727,698.2621028906608,227.46978467816405,3.7323168174300174,0.00434254901483655,0.9873477246390105,-703.8410568023218,1304,3.8778953988402134,77874.26,134.0819892842011,171.46243023872375,11.262851,-0.006085206754505634,169.61753153800964,-731.2206745869682
0.9900821,-3.2808616589309607,-0.0008332426659762859,99.5483732270292,11.270796,78495.44,-0.03247575687852575,1.867572546005249,230.22187644134254,8106.780711174011,727.4580497880276,1317,0.99010015,0.00038013720768503845,0.9299720157939486,0.006789987441152334,-3.8288073344629785,0.04132143858008597,0.04358789101568217,-0.06044287968139954,382.35744190216064,692.8691254482804,235.22002002504314,3.5249466934378377,0.003629557089880109,0.9745008520125092,-652.634545601731,1300,3.836278457762724,78504.05,97.99207248911166,166.9309573173523,11.2709055,-0.00762323010712862,170.2181351184845,-752.0367363845178
0.9916379,-2.8921587993789974,0.0005834040930494666,118.49322399898541,11.28322,79476.79,-0.020119800203109862,2.331394910812378,223.3259410494799,8502.299577236176,719.4823718987957,1299,0.99158454,0.0005430683377198875,0.9397706531810543,0.006449139560572803,-3.6874524501506976,0.0504019703378179,0.0573931601914075,-0.030136364466058108,395.5076093673706,728.0448285748948,223.77027726053157,3.8611480013188126,0.0038075358606874943,0.9384380593668943,-505.4668983407693,1314,3.3729119516465995,79444.734,117.70383792347131,171.54808616638184,11.282817,-0.005865735467523336,170.85625314712524,-607.988376286812
0.99133664,-4.235672677239693,0.0006570544792339206,204.75065248323156,11.280667,79274.14,-0.03358373445171448,1.7199792861938477,250.62464179012326,8895.864160060883,731.4127704676299,1282,0.9912533,0.0002809053985401988,1.0350100305350194,0.0066157159162685275,-4.083906505095145,0.10179249979903193,0.12081721044968596,-0.0021438504608711864,393.5579025745392,729.3407728847778,248.0466986212637,2.9807489807078533,0.003532006172463298,0.9577261627374976,-565.1941696165342,1304,4.2535162200361345,79218.59,215.87885804196452,170.7217538356781,11.279966,-0.005958661437034607,171.62089133262634,-726.1902404313627
0.98958886,-3.079475477870363,-0.0030095791444182396,149.85988362485875,11.26668,78173.016,0.015758043749426888,1.8394432067871094,234.06185265233094,9289.670239448547,747.5400451030198,1295,0.9897137,0.0010548514546826482,0.9735802368310376,0.006586376577615738,-4.086304725375599,0.07751206761722018,0.07560732885450816,-0.04078938915932655,393.78142738342285,727.4892789392511,241.41128185234092,3.3438097869847168,0.0043938360176980495,0.9518920148471853,-586.6139935056142,1301,3.8939825440506177,78251.41,157.36265163837027,171.87425136566162,11.267682,-0.009595955722033978,168.91143822669983,-572.1583541723711
0.9878081,-3.897985518654415,0.0010102932574227452,150.06797903916228,11.252103,77041.76,-0.056020343898777435,2.856387138366699,235.51067211190156,9681.311239242554,716.0336037125105,1296,0.9878526,0.0002293605648446828,0.975502617078273,0.006750703905709088,-3.739743409956529,0.060922963079713566,0.06829374272284561,-0.019000640669572605,391.62600684165955,704.792194702678,230.853166946127,3.378262745695537,0.0034707998856902122,0.944746119785419,-623.1057109411125,1304,3.4902335642374958,77067.77,151.64126435921014,171.54579854011536,11.25244,-0.005740410648286343,167.5452961921692,-674.7757043124737
0.9882803,-2.958814067140553,-0.0015750180464237928,191.1202622073547,11.256039,77345.58,-0.017005312371403448,3.4665324687957764,219.40158750981163,10071.306459903717,741.9855151852586,1268,0.9882516,0.0012652776204049587,0.9713175107555866,0.006715512135997415,-3.3003604624548815,0.10981747170098577,0.1363018743453872,-0.04262812253982552,389.9881691932678,722.1698235425126,221.05189846737582,2.9248343711821834,0.004465781152248383,0.9495319625581353,-605.6924709617844,1276,3.4660221880542847,77324.63,193.18306225329235,170.46327257156372,11.255768,-0.008290530182421207,166.41841650009155,-581.7675634683155
0.9889057,-3.305586381602341,0.0004052029107697308,223.99945984227884,11.261306,77754.04,-0.035242541640379293,2.095015525817871,233.06094140438518,10463.99871468544,726.0314196141477,1240,0.9886907,0.0005858376389369369,0.9777766380714541,0.006516600318718702,-3.324332977264582,0.13605868620047168,0.15398947065554947,-0.01691233114382242,392.67658042907715,729.2075482030682,235.89222747061535,3.582241403087239,0.003816187847405672,0.964821631786294,-471.7075536829883,1271,3.4860922942013524,77618.76,224.45498147761072,166.5993881225586,11.259564,-0.006111397407948971,166.4941725730896,-539.726316239186
0.98820466,-3.8324030170753147,-0.0009219703497365117,173.3677673427808,11.255605,77312.02,-0.046670368066696125,3.615363121032715,206.40049105645028,10859.497286081314,727.2417142946482,1270,0.9879464,0.00023149829939939082,0.9507992051574709,0.006588433287106454,-3.0132138195355997,0.0973649229776673,0.11216131042754385,-0.014818742642345556,395.49235820770264,707.0399232010845,216.59526425979317,3.1215132826253416,0.00347427767701447,0.9651879398534114,-445.31629191292615,1268,2.98446789864545,77150.13,173.30356320651225,168.12152194976807,11.253509,-0.007510403636842966,162.98653101921082,-641.629846447951
0.9882203,-3.4180721858896668,0.0007309494540095329,196.3284374090288,11.255797,77326.914,0.030848604187311626,1.658400535583496,217.60561227222757,11250.934738874435,717.8078680983945,1268,0.98817545,0.0002565240429248661,0.965025150291344,0.006366891786456108,-3.6503129777176557,0.1340659277917131,0.12481359425944039,-0.003164652009161678,391.42812418937683,713.4578647531853,211.67350285188058,4.273580652778968,0.0034720473922789097,1.000924156324594,-513.3519835074052,1250,3.0602627262822657,77295.95,196.08167512322333,170.25709772109985,11.255397,-0.005635942332446575,167.83145403862,-583.6901999693838
0.98833764,-4.213249853666829,-0.0006691540475003421,108.63979830465432,11.256527,77383.35,0.02851152140656666,2.233384609222412,242.68485527373898,11645.159492969513,675.4627386908256,1259,0.98830783,0.00046486887731589377,0.9389941708431738,0.006499162234831601,-3.5584544895302055,0.062322276113063624,0.06673737843452299,0.00817424056485643,394.2037353515625,669.6113185360512,239.97260238925358,4.8964144884804,0.0037123728543519974,0.9621628071707394,-959.5753114216883,1280,3.79431585812879,77366.16,117.61663390300664,169.86067938804626,11.256305,-0.0071683162823319435,165.42782306671143,-631.3943652938023
0.98868966,-3.266338043730443,-9.258621503249742e-06,215.55615735334524,11.259522,77615.5,-0.04036531034776112,2.363091230392456,209.51428612704416,12038.881702661514,703.703478532192,1238,0.98866504,7.88006727816537e-05,0.9381969871280823,0.006460045586209162,-3.5025946127897667,0.1421211283814119,0.1551919275747109,-0.06342284517236906,393.71150064468384,709.6072824594943,218.7188078532842,2.7594110018437017,0.00328866858035326,0.9557195048216899,-464.31805986783223,1226,3.3386835866207396,77597.0,220.1030267109314,170.9730372428894,11.259284,-0.006469304207712412,167.5338635444641,-541.2136566409454
0.9892778,-3.2475780154534246,2.5310398996225558e-05,123.27401494661355,11.264143,77974.95,-0.011187002053432954,1.7510161399841309,245.77281616876238,12432.281308174133,682.4256155551761,1249,0.989152,3.013573950738646e-05,0.9630459574971224,0.00656559116578137,-3.4821627272029163,0.06464685327972375,0.05736955473973182,-0.06127215832952563,393.3929855823517,699.8401898014832,250.08637908053072,4.001919420043122,0.0032471243757754564,0.9411884447722689,-660.2882250714223,1240,4.253100672617385,77893.945,120.12619568958071,171.10950565338135,11.2631035,-0.006540280766785145,165.77040815353394,-627.805470440337
0.9902508,-4.069368329337439,-1.7082809335988713e-06,164.6727839367542,11.272002,78590.195,-0.07507429554367441,2.180241346359253,222.8312182061365,12836.421669006348,673.3021983448956,1244,0.990202,0.0,0.9566232926493371,0.006584952350067397,-3.303873876299446,0.0870559815120292,0.08587964181175567,-0.05343314655164399,404.13374495506287,673.4486046679452,222.57667948529019,3.4416731281899957,0.003247602842748165,1.0051190401541172,-534.3034916726739,1219,3.2202967946535495,78554.45,163.8155497299467,170.6007523536682,11.271547,-0.006586660631000996,162.0831434726715,-641.2265679584092
0.9896124,-4.150799516895601,4.640552288037725e-05,143.24620152677375,11.266954,78194.484,-0.024635364870265106,2.985297679901123,220.69802554683045,13227.245931863785,726.7919046180205,1222,0.98946583,0.00014427943096961826,0.9037606918191046,0.006596968090889277,-2.9361634589190917,0.07538127617042445,0.07886418675382867,0.024602795841543117,390.7327425479889,722.365152483601,227.80010119974665,3.201901903513069,0.0033709662966430187,0.9431110980742498,-780.6955230454377,1229,3.3022991423011088,78101.18,151.26439285543103,167.00700521469116,11.26576,-0.0065505625680089,163.56507849693298,-574.4022473985483
0.9879036,-3.319429952141917,0.0006438135169446468,96.65879726733321,11.253172,77124.164,-0.02191183154081477,3.18593168258667,246.40022130659034,13629.20438861847,718.6878777125414,1233,0.987897,0.0013665992300957441,0.9313448113042613,0.006638489197939634,-3.6543999286843625,0.04818369858622806,0.03785541748302901,-0.024524628883697015,401.9522137641907,737.7250564428689,251.98301525051173,3.3465782221007667,0.0045040203258395195,0.9489918820267127,-622.3282518305205,1218,3.7843135935210657,77117.18,102.3593603933564,167.44091749191284,11.253081,-0.0059946756809949875,166.54209566116333,-684.266581796972
