0Perplexity,1MinReturn,1AveragePolicyStd,0ExplainedVariance,0MaxForwardProgress,0MinReturn,0MaxReturn,MeanKLBefore,0AverageReturn,0AveragePolicyStd,1MaxReturn,0StdReturn,1Entropy,LossBefore,Time,1TotalExecTime,0MinForwardProgress,0Entropy,1NumTrajs,MeanKL,1MaxForwardProgress,0AverageForwardProgress,1StdForwardProgress,0StdForwardProgress,0NumTrajs,0TotalExecTime,1ExplainedVariance,ItrTime,1AverageReturn,1AverageForwardProgress,ComputeUpdatedDistTime,dLoss,1Perplexity,LossAfter,1MinForwardProgress,1StdReturn
85093.445,-822.9672733041299,1.0002037,0.05041265536631134,3.8034468990430748,-674.3555595049136,692.1382147953193,0.0001198593745357357,96.55125584681679,1.0,704.9944807562177,191.03286758860753,11.353116,-2.71568769676378e-05,404.720671415329,112.58361458778381,-3.6186893192916942,11.351505,1467,0.04836232587695122,4.3842111275804765,-0.00867318512747683,1.0022216940237392,0.9717896384253385,1522,84.28702759742737,0.054114430612778874,404.72067737579346,95.95426606407624,-0.01710837468376215,66.88601207733154,0.023635060084416182,85230.62,-0.02366221696138382,-3.9799505939911684,194.88967943888227
84055.49,-806.9440878428886,0.9983103,0.04571231519844421,3.981977471073994,-586.660783867072,691.63856162416,0.003182621905580163,95.77257214073994,0.99849385,699.6603621763782,205.14387876311082,11.337733,-0.002428662031888962,580.6645736694336,71.5520031452179,-4.244442717372813,11.339232,1446,0.03395477682352066,3.4392950301174414,-0.050830904773686285,0.9938118909413671,0.9856989100271918,1469,86.04544496536255,0.06334678767388757,175.93732333183289,107.0273758162941,-0.03609155824043206,0.711127519607544,0.020456761121749878,83929.57,-0.02288542315363884,-4.7277783233273345,213.5908569543236
