0AverageReturn,1ProcessExecTime,1MaxReturn,0EnvExecTime,0MaxReturn,1Perplexity,dLoss,ComputeUpdatedDistTime,LossBefore,Time,0ExplainedVariance,1AverageReturn,0ProcessExecTime,1NumTrajs,1MinReturn,1AveragePolicyStd,1Entropy,0AveragePolicyStd,0StdReturn,LossAfter,0Perplexity,1ExplainedVariance,MeanKLBefore,1PolicyExecTime,0NumTrajs,MeanKL,0MinReturn,1StdReturn,0PolicyExecTime,1EnvExecTime,0Entropy,ItrTime
-68.8997780970941,0.28130030632019043,-0.16523917017725262,1.3969132900238037,-1.3901839236097688,16.948689,0.014718742168042809,11.414219617843628,-0.0003215679316781461,58.69258213043213,0.5123188987869891,-60.81077657876774,0.28145551681518555,412,-184.63594346360912,0.9962542,2.8301904,1.0,28.262819869715994,-0.015040310099720955,17.07946,0.5206239676233397,2.2272608930506976e-06,8.007724523544312,406,0.006639622151851654,-161.66927168234332,24.627038522137106,1.603916883468628,1.3856284618377686,2.8378766,58.69258403778076
-57.36873403498057,0.2928626537322998,-0.007448680424983614,1.3851356506347656,-0.007448680424983614,16.912638,0.015811512537766248,0.3220968246459961,0.00041227444307878613,74.6238145828247,0.5443329322478783,-46.43090853444062,0.29484128952026367,410,-111.0056862533412,0.9952355,2.828061,1.0036049,24.189084042005,-0.015399238094687462,17.202806,0.5293697360273983,3.1502757337875664e-05,8.543401956558228,413,0.006698478478938341,-142.86082974816824,18.165464730496026,1.265505075454712,1.4286062717437744,2.8450725,15.928379774093628
-50.38512680465761,0.2837178707122803,-0.5519824214222476,1.2609875202178955,-0.40918645848820256,17.065416,0.01664686226285994,0.32835817337036133,0.0015441926661878824,89.65955877304077,0.5623501241419093,-37.61072805932357,0.29010725021362305,413,-99.01628062329212,0.9997011,2.837054,1.0054975,19.19092392255992,-0.015102669596672058,17.267765,0.5869008968676147,1.1852590660055284e-06,8.123562097549438,407,0.0071638198569417,-117.77023764809789,13.46444872480087,1.0433359146118164,1.4140665531158447,2.8488414,15.03246521949768
-46.68519089551222,0.2969346046447754,-1.1237622769102047,1.4250376224517822,-2.6771413785771703,17.145918,0.01576993241906166,0.3639371395111084,0.0041647618636488914,105.62143158912659,0.6324640623475457,-29.688447762173638,0.3115229606628418,424,-85.32219169336666,1.0020474,2.8417602,1.0043693,14.194772744808592,-0.01160517055541277,17.228945,0.5722100783194147,7.69904818298528e-06,8.726349353790283,406,0.006647785659879446,-87.61778147177353,10.740216809275669,1.2586777210235596,1.470719337463379,2.8465908,15.95907735824585
-37.876516456573896,0.29208827018737793,-0.34051351235348043,1.299685001373291,-0.12818079324574783,16.711143,0.01520812907256186,0.3411865234375,0.0017671233508735895,120.92452430725098,0.5654482580785456,-25.23352962932698,0.2972376346588135,429,-60.94008958706676,0.98928094,2.8160758,0.99601316,14.269982538007536,-0.01344100572168827,16.943508,0.6024418805779159,6.378450507327216e-06,8.206465244293213,413,0.006628226023167372,-76.95844439941308,8.896449122261775,1.120755910873413,1.4226367473602295,2.8298848,15.299318552017212
-38.46120617313942,0.29422521591186523,-0.3273240478377344,1.407515525817871,-0.40527681558119805,16.460741,0.012114018900319934,0.3323073387145996,0.0009934462141245604,136.75864720344543,0.5465311550907361,-22.055435651581487,0.3126969337463379,436,-43.02167852595834,0.9818223,2.8009782,0.9887086,15.603043169345856,-0.011120572686195374,16.695871,0.6426882452162292,1.160331339633558e-05,8.542408227920532,416,0.006912401877343655,-77.66681611619666,7.5207155748126056,1.2742633819580078,1.4274537563323975,2.8151615,15.83133578300476
-41.35776835949324,0.29918813705444336,-0.008692598492478266,1.3793094158172607,-0.7333608947766929,16.32091,0.011841414030641317,0.3221859931945801,0.006327928509563208,152.29721689224243,0.5855543029100865,-19.29767546698387,0.3083319664001465,444,-43.64740952617026,0.97771436,2.792447,0.9790912,15.22201183903444,-0.00551348552107811,16.372717,0.5766314062177541,4.672737486544065e-05,8.126161575317383,413,0.00743716349825263,-81.72985536229012,7.187273010460507,1.227522850036621,1.4182233810424805,2.7956164,15.534001350402832
-43.120717386880365,0.29940080642700195,-0.08474068850695832,1.4973292350769043,-0.16686604865041854,15.861878,0.010799695388413966,0.36992478370666504,0.0011520326370373368,168.35072588920593,0.6723767306842792,-17.088339952622604,0.33388566970825195,464,-39.41629656012985,0.9638216,2.7639186,0.96698767,12.921626548803783,-0.009647662751376629,15.970414,0.5444308653361434,3.834968083538115e-05,8.23733901977539,406,0.006725828628987074,-72.11297696899115,6.849017584779166,1.575577974319458,1.3667709827423096,2.770738,16.04844045639038
-44.7621260746181,0.29793882369995117,-0.4860212647870459,1.417565107345581,-7.297111896422714,15.351788,0.01068242872133851,0.3623940944671631,0.002742618788033724,184.21796917915344,0.689340022830057,-16.538140173060697,0.3252229690551758,467,-35.63842615670573,0.9481949,2.731232,0.95032233,12.904880879925665,-0.007939809933304787,15.424519,0.5132804926116422,1.1049324712075759e-05,8.32267713546753,403,0.00830075703561306,-71.35498305077938,7.347399805455416,1.3085753917694092,1.447197437286377,2.7359583,15.862105131149292
-36.19970076024784,0.29590654373168945,-0.3311063008521046,1.598165512084961,-0.11401134932436988,15.019995,0.01095987157896161,0.3231968879699707,0.002162447664886713,200.64082837104797,0.6709574307647359,-16.372427765658006,0.3559727668762207,459,-32.42819425361021,0.9378755,2.7093823,0.9422478,11.11094000418233,-0.008797423914074898,15.163654,0.5485482976851477,5.9752390370704234e-05,8.05690312385559,404,0.0093225771561265,-68.53057180121264,6.643927491311098,2.116586685180664,1.4136621952056885,2.7189014,16.41997718811035
-36.31530074425336,0.29735827445983887,-0.10856407024053834,1.4077610969543457,-0.06491296855559368,14.767433,0.006780817522667348,0.322190523147583,0.0014632510719820857,217.0200777053833,0.6150788321796401,-13.78954524629739,0.31324243545532227,468,-28.198122702992222,0.92997116,2.6924243,0.9326445,12.905700288279858,-0.005317566450685263,14.855862,0.5449697841000352,2.6008372515207157e-05,8.313665390014648,408,0.0069911363534629345,-57.698885818177345,5.131707302206067,1.2684822082519531,1.4285788536071777,2.6983945,16.376393795013428
-37.454947196762326,0.31020045280456543,-0.1278786465003294,1.4122984409332275,-0.06250526690576315,14.191913,0.007142871152609587,0.5590329170227051,0.0030122469179332256,232.98229503631592,0.41784369436032975,-15.467433508105874,0.31853675842285156,471,-34.137973015683926,0.91167206,2.6526723,0.9137793,19.773365193680462,-0.004130624234676361,14.260821,0.4739292336789962,0.0006423620507121086,8.188475847244263,423,0.006996707990765572,-70.02915299151294,8.003161220170183,1.4595165252685547,1.4168167114257812,2.657516,15.957039594650269
-44.540067970806334,0.30922698974609375,-0.3715684376614456,1.3518550395965576,-22.801466745315945,13.385439,0.0071866236394271255,0.4012763500213623,0.0019182240357622504,249.7322232723236,0.7588237897958725,-13.447990621435437,0.3072636127471924,501,-35.241046941276046,0.8854584,2.5941675,0.8904815,10.848952440466084,-0.005268399603664875,13.541776,0.3597382152205474,0.0,8.909808158874512,400,0.007615167647600174,-67.89712298778075,7.587156263750834,1.246156930923462,1.463700771331787,2.6057794,16.74622082710266
